seq,t_us,dt_us,raw,ticks,theta,omega,status,agc,magnitude,i2c_errors,missed_slots,tx_drops,read_us,valid,continuous,cart_steps,x_command_m,v_command_m_s,a_command_m_s2,motion_id,moving,enabled,homed,host_monotonic_ns
0,2193861339,0,1989,1989,3.0510879,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782037683583
1,2193862339,1000,1989,1989,3.0510879,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782038684541
2,2193863339,1000,1989,1989,3.0510879,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782039409958
3,2193864339,1000,1989,1989,3.0510879,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782040341666
4,2193865339,1000,1989,1989,3.0510879,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782041448875
5,2193866339,1000,1988,1988,3.0495539,-0.06015,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782042346083
6,2193867339,1000,1989,1989,3.0510879,0.00236,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782043343125
7,2193868339,1000,1988,1988,3.0495539,-0.05788,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782044561208
8,2193869339,1000,1989,1989,3.0510879,0.00454,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782045518375
9,2193870339,1000,1989,1989,3.0510879,0.00436,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782046758958
10,2193871339,1000,1989,1989,3.0510879,0.00419,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782047542083
11,2193872339,1000,1989,1989,3.0510879,0.00402,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782048484875
12,2193873339,1000,1989,1989,3.0510879,0.00386,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782049403583
13,2193874339,1000,1989,1989,3.0510879,0.00371,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782050359875
14,2193875339,1000,1989,1989,3.0510879,0.00357,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782051600583
15,2193876339,1000,1989,1989,3.0510879,0.00343,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782052600166
16,2193877339,1000,1989,1989,3.0510879,0.00329,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782053605958
17,2193878339,1000,1989,1989,3.0510879,0.00316,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782054446125
18,2193879339,1000,1989,1989,3.0510879,0.00304,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782055350083
19,2193880339,1000,1989,1989,3.0510879,0.00292,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782056323541
20,2193881339,1000,1989,1989,3.0510879,0.00281,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782057352458
21,2193882339,1000,1989,1989,3.0510879,0.00270,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782058503500
22,2193883339,1000,1989,1989,3.0510879,0.00259,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782059424916
23,2193884339,1000,1989,1989,3.0510879,0.00249,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782060386208
24,2193885339,1000,1989,1989,3.0510879,0.00239,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782061285625
25,2193886339,1000,1989,1989,3.0510879,0.00230,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782062307875
26,2193887339,1000,1988,1988,3.0495539,-0.05794,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782063211083
27,2193888339,1000,1989,1989,3.0510879,0.00448,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782064219333
28,2193889339,1000,1989,1989,3.0510879,0.00430,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782065205041
29,2193890339,1000,1989,1989,3.0510879,0.00414,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782066199666
30,2193891339,1000,1989,1989,3.0510879,0.00397,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782067211125
31,2193892339,1000,1988,1988,3.0495539,-0.05633,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782068180833
32,2193893339,1000,1989,1989,3.0510879,0.00603,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782069209916
33,2193894339,1000,1988,1988,3.0495539,-0.05436,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782070223791
34,2193895339,1000,1989,1989,3.0510879,0.00792,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,756782071202833
