seq,host_read_s,valid,theta_down_rad,theta_upright_rad,omega_rad_s,pivot_px,tip_px,processing_ms
260,759656.8252165,False,,,,,,0.018457998521625996
261,759656.859005875,False,,,,,,0.022707972675561905
262,759656.892718666,False,,,,,,0.025250017642974854
263,759656.92585625,False,,,,,,0.023000058718025684
264,759656.961779583,False,,,,,,0.01229101326316595
265,759656.995294166,False,,,,,,0.01979200169444084
266,759657.028621958,False,,,,,,0.009500072337687016
267,759657.072817833,False,,,,,,0.06524997297674417
268,759657.092593416,False,,,,,,0.009958050213754177
269,759657.118083208,False,,,,,,0.009416020475327969
270,759657.150883,False,,,,,,0.007542083039879799
271,759657.183305791,False,,,,,,0.009041978046298027
272,759657.215583708,False,,,,,,0.010458054021000862
273,759657.250420041,False,,,,,,0.008125090971589088
274,759657.284189,False,,,,,,0.008042086847126484
275,759657.318489083,False,,,,,,0.008584000170230865
276,759657.35260375,False,,,,,,0.002540997229516506
277,759657.390891291,False,,,,,,0.009541981853544712
278,759657.430586416,False,,,,,,0.015208963304758072
279,759657.465888208,False,,,,,,0.016125035472214222
280,759657.498999166,False,,,,,,0.01579092349857092
281,759657.526653666,False,,,,,,0.01762493047863245
282,759657.5648625,False,,,,,,0.012708012945950031
283,759657.600089083,False,,,,,,0.01562491524964571
284,759657.632501833,False,,,,,,0.012749922461807728
285,759657.663588458,False,,,,,,0.02183392643928528
286,759657.693567583,False,,,,,,0.020750099793076515
287,759657.730910958,False,,,,,,0.0160830095410347
288,759657.7591925,False,,,,,,0.018457998521625996
289,759657.79197225,False,,,,,,0.02037500962615013
290,759657.824042708,False,,,,,,0.018832972273230553
291,759657.852639041,False,,,,,,0.009499955922365189
292,759657.890217625,False,,,,,,0.012708012945950031
293,759657.921639541,False,,,,,,0.016041100025177002
294,759657.963185791,False,,,,,,0.018000020645558834
295,759657.997595791,False,,,,,,0.018125050701200962
296,759658.031469791,False,,,,,,0.018625054508447647
297,759658.066481708,False,,,,,,0.023667002096772194
298,759658.098805208,False,,,,,,0.012542004697024822
299,759658.12476,False,,,,,,0.010917079634964466
300,759658.15433275,False,,,,,,0.005624955520033836
301,759658.194109458,False,,,,,,0.023209024220705032
302,759658.23185675,False,,,,,,0.013625016435980797
303,759658.263361666,False,,,,,,0.019666971638798714
304,759658.293262416,False,,,,,,0.013165990822017193
305,759658.323556416,False,,,,,,0.013832934200763702
306,759658.350700458,False,,,,,,0.01808290835469961
307,759658.384903416,False,,,,,,0.013499986380338669
308,759658.417880083,False,,,,,,0.0074160052463412285
309,759658.45493025,False,,,,,,0.01308403443545103
310,759658.486263791,False,,,,,,0.01491699367761612
311,759658.518506833,False,,,,,,0.02025009598582983
312,759658.551518541,False,,,,,,0.00700005330145359
313,759658.584885,False,,,,,,0.008500064723193645
314,759658.61806675,False,,,,,,0.006541959010064602
315,759658.652201666,False,,,,,,0.008375034667551517
316,759658.686183833,False,,,,,,0.012791948392987251
317,759658.720316166,False,,,,,,0.009916024282574654
318,759658.753239375,False,,,,,,0.012582982890307903
319,759658.786092666,False,,,,,,0.01395796425640583
320,759658.820752,False,,,,,,0.018125050701200962
321,759658.855276125,False,,,,,,0.020332983694970608
322,759658.8911465,False,,,,,,0.024374923668801785
323,759658.928347916,False,,,,,,0.022916938178241253
