t,theta,omega,thetaHat,x,pulseX,v,actualV,a,actualA,request,jerk,hz,mode,braking
3.14,1.121503319499522,4.381854086110592,1.1057843933128801,0.00700140596332161,0.006862499991421808,-0.21502983053519886,-0.21502983053519886,-1.539174936772938,-1.5391749367729413,-1.539174936772938,-3.1960069759211507,5734.128821439631,swing,false
3.15,1.1681108387969126,4.94059326270574,1.1519762702999572,0.004773558568056601,0.00461249999423431,-0.23057176660574408,-0.23057176660574408,-1.5597056677300627,-1.5597056677300603,-1.5597056677300627,1.2501800433923904,6148.580450505568,swing,false
3.16,1.2203316498190662,5.504274258576811,1.2033806209920477,0.002389927751501682,0.002212499997234311,-0.24613053364782045,-0.24613053364782045,-1.5472563021671095,-1.5472563021671215,-1.5472563021671095,3.3848062000891854,6563.480905479563,swing,false
3.17,1.278207702348348,6.071363101109745,1.2609603928022204,-0.00014798295633151317,-0.0002999999996250643,-0.2613689015501759,-0.2613689015501759,-1.499256210096143,-1.499256210096167,-1.499256210096143,6.266146010366125,6969.837383383654,swing,false
3.18,1.3417640097810593,6.6399700037532625,1.3239946746837994,-0.002834945784035373,-0.0029999999962500644,-0.27584848008806756,-0.27584848008806756,-1.396106699874784,-1.3961066998747773,-1.396106699874784,12.214354300626118,7355.959478210085,swing,false
3.19,1.411004289969292,7.207742033998293,1.3929066429198904,-0.0056598439523217565,-0.005849999992687564,-0.2887851498722954,-0.2887851498722954,-1.192246073428246,-1.1922460734282714,-1.1863800017835429,24.99999999999991,7700.93733955405,swing,false
3.2,1.4859091579853407,7.772663828282769,1.4677375811151987,-0.008602495254716123,-0.00877499998903131,-0.29933261060657773,-0.29933261060657773,-0.9422460734282466,-0.9422460734282434,-0.736567054655727,25.00000000000002,7982.2029594864935,swing,false
3.21,1.566444170218588,8.333556536062709,1.5478002754997537,-0.011638121164453313,-0.011812499985234431,-0.3073800713408603,-0.3073800713408603,-0.6922460734282464,-0.6922460734282709,0.17731118547100036,25.00000000000002,8196.801912668945,swing,false
3.22,1.6525618160334248,8.888889684676704,1.6334731579351487,-0.014741721681533326,-0.014924999981343803,-0.3129275320751427,-0.3129275320751427,-0.4422460734282462,-0.44224607342824296,1.5251758889761282,25.00000000000002,8344.73419910139,swing,false
3.23,1.744196617148012,9.436593335207611,1.7251396998191446,-0.01788829680595616,-0.018074999977406307,-0.31597499280942526,-0.31597499280942526,-0.19224607342824604,-0.1922460734282705,2.5929106042370473,24.999999999999993,8425.999818783841,swing,false
3.24,1.8412595418135258,9.974021592381623,1.8218690974930625,-0.021052846537721825,-0.021262499973421937,-0.3165224535437076,-0.3165224535437076,0.05775392657175394,0.057753926571757486,3,25,8440.598771716286,swing,false
3.25,1.943632114168324,10.497928959615972,1.9239901836240823,-0.024210370876830315,-0.02441249996948444,-0.3145699142779902,-0.3145699142779902,0.307753926571754,0.30775392657172995,3,25.00000000000002,8388.531057898736,swing,false
3.2600000000000002,2.0511603732492505,11.00446484997894,2.0318542363642784,-0.027335869823281633,-0.027524999965593818,-0.31011737501227254,-0.31011737501227254,0.5577539265717542,0.5577539265717579,3,25.00000000000002,8269.79667733118,swing,false
3.27,2.163648891782402,11.489192002028167,2.1445553400635404,-0.030404343377075767,-0.030599999961750068,-0.3031648357465551,-0.3031648357465551,0.8077539265717544,0.8077539265717304,3,25.00000000000002,8084.3956300136315,swing,false
3.2800000000000002,2.2808551225110394,11.94713447578597,2.2616698808253486,-0.03339079153821272,-0.03356249995804696,-0.29371229648083746,-0.29371229648083746,1.0577539265717544,1.0577539265717584,3,24.99999999999991,7832.327915946076,swing,false
3.29,2.402484393293273,12.3728601125708,2.383485770559873,-0.036270214306692514,-0.036449999954437595,-0.28175975721512003,-0.28175975721512003,1.3077539265717535,1.3077539265717308,3,24.99999999999991,7513.593535128526,swing,false
3.3000000000000003,2.5281859134199545,12.760600658974584,2.5097456788317483,-0.03901761168251513,-0.03918749995101571,-0.2673072179494024,-0.2673072179494024,1.5577539265717526,1.5577539265717588,3,24.99999999999991,7128.192487560971,swing,false
3.31,2.6575501731134956,13.104410093417206,2.63942462347103,-0.04160798366568056,-0.04177499994778131,-0.25035467868368494,-0.25035467868368494,1.8077539265717517,1.8077539265717313,3,24.99999999999991,6676.124773243421,swing,false
3.3200000000000003,2.790108106352137,13.398358116425076,2.7726704628386876,-0.04401633025618882,-0.044174999944781294,-0.23090213941796744,-0.23090213941796744,2.057753926571751,2.0577539265717593,3,24.99999999999991,6157.39039217587,swing,false
3.33,2.925332336007316,13.636751537695183,2.9088988836345404,-0.046217651454039894,-0.046349999942062535,-0.20894960015224995,-0.20894960015224995,2.30775392657175,2.3077539265717593,3,24.99999999999991,5571.989344358319,swing,false
3.34,3.0626407255271046,13.81437190030533,3.0477338682793658,-0.04818694725923381,-0.048299999939625034,-0.18449706088653245,-0.18449706088653245,2.557753926571749,2.5577539265717597,3,24.99999999999991,4919.921629790768,swing,false
3.35,-3.0817829825364154,13.92671379864726,-3.095296768075093,-0.04989921767177054,-0.05002499993746879,-0.15754452162081498,-0.15754452162081498,2.807753926571748,2.8077539265717597,3,24.99999999999991,4201.187248473217,swing,false
3.36,-2.9422402584157736,13.969623448992529,-2.9545914203822994,-0.051329560084319666,-0.051412499935734435,-0.12819024413481273,-0.12819024413481273,3,3.0000000000000027,3,0,3418.406514534681,swing,false
3.37,-2.802668457177593,13.929870153722149,-2.813541157002512,-0.05246160650681864,-0.052537499934328206,-0.09830813085929849,-0.09830813085929849,2.9385629358570293,2.9385629358570364,2.935758325507782,-24.99999999999991,2621.5501595248975,swing,false
3.38,-2.663966305240177,13.794269778013833,-2.673397002717857,-0.05330257216861878,-0.05336249993329694,-0.07029750150072818,-0.07029750150072818,2.68856293585703,2.688562935857036,2.6756450866659116,-24.99999999999991,1874.6000423626683,swing,false
3.39,-2.5271007675681014,13.563515788671301,-2.534423899627334,-0.05387593153683321,-0.053924999932593795,-0.04478687214215788,-0.04478687214215788,2.438562935857031,2.438562935857029,2.39841813397811,-24.99999999999991,1194.3165919504393,swing,false
3.4,-2.3929899417077487,13.244712165895944,-2.397757931483964,-0.05420668461146193,-0.05426249993217191,-0.02177624278358756,-0.02177624278358756,2.188562935857032,2.1885629358570324,2.126559715124765,-24.99999999999991,580.6998082882097,swing,false
3.41,-2.2624692936968773,12.847186689651155,-2.26522411991178,-0.05431983139250496,-0.05437499993203128,-0.0012656134250172372,-0.0012656134250172372,1.9385629358570329,1.9385629358570329,1.896169897162312,-24.99999999999991,33.749691375980106,swing,false
3.42,-2.1362724181582458,12.381877793483936,-2.13652057405441,-0.05424037187996228,-0.05429999993212503,0.016745015933553098,0.016745015933553098,1.6885629358570338,1.6885629358570335,1.688004561988306,-24.99999999999991,446.53375878624985,swing,false
3.43,-2.0150141333119658,11.861885977885722,-2.013159558783835,-0.05399189979648692,-0.054037499932453166,0.03268816317802377,0.03268816317802377,1.5254881161648202,1.5254881161648226,1.5254881161648202,-8.77177451394262,871.6843525035727,swing,false
3.44,-1.8991737976439456,11.300236655504227,-1.8951922970777788,-0.05359163748814798,-0.053624999932968806,0.04716274583314298,0.04716274583314298,1.4018921811794172,1.4018921811794205,1.4018921811794172,4.4244550094652,1257.6732237892377,swing,false
3.45,-1.7891106392614458,10.708230931951217,-1.7830861312345474,-0.05305225604717004,-0.053099999933625075,0.0605897423133432,0.0605897423133432,1.3173852218039432,1.3173852218039406,1.3173852218039432,7.912912390001914,1615.7264637088101,swing,false
3.46,-1.685077112236759,10.095863023328196,-1.6774774670419774,-0.052381732188372485,-0.05242499993446885,0.07352701140242801,0.07352701140242801,1.3118072988269438,1.3118072988269474,1.3118072988269438,21.763043685870453,1960.7203065156475,swing,false
3.47,-1.5872329308730682,9.471528270159022,-1.5781034351368433,-0.05157889773270617,-0.051599999935500115,0.08736585472933987,0.08736585472933987,1.482991697106397,1.4829916971064032,1.4874081819740288,24.99999999999991,2329.7561290279255,swing,false
3.48,-1.4956688843525403,8.840482719356961,-1.4855614012125455,-0.050627015240147476,-0.05066249993667199,0.1032301832004043,0.1032301832004043,1.6224923519724028,1.6224923519723988,1.6224923519724028,-10.472395651021316,2752.804888785121,swing,false
3.49,-1.4104303691180633,8.207349142864725,-1.399484954341091,-0.04951392052787837,-0.04953749993807821,0.11927901627327976,0.11927901627327976,1.566614978776232,1.5666149787762345,1.566614978776232,-20.765497279860767,3180.7737712634275,swing,false
3.5,-1.3315101538639893,7.577737630327431,-1.3198852980727405,-0.04824454076952709,-0.04826249993967194,0.13438969879210605,0.13438969879210605,1.4482741741895018,1.4482741741894956,1.4482741741895018,-24.950742499702415,3583.7253056024847,swing,false
3.5100000000000002,-1.258846947945111,6.95670580061797,-1.246981958356774,-0.0468306033837785,-0.04683749994145317,0.14815383746609814,0.14815383746609814,1.305725060516899,1.3057250605169046,1.305725060516899,-24.637944138141908,3950.769004034412,swing,false
3.52,-1.1923338487799857,6.348284899647848,-1.1803600269504844,-0.04528649392266005,-0.04526249994342191,0.1604167760113837,0.1604167760113837,1.1546341455097044,1.1546341455097031,1.1546341455097044,-23.645400915730974,4277.780698984125,swing,false
3.5300000000000002,-1.131829869325953,5.755268380285511,-1.119179232732373,-0.0436271439337793,-0.0436124999454844,0.17120760330797286,0.17120760330797286,1.0103677332097998,1.0103677332098104,1.0103677332097998,-20.49524906221878,4565.53609391953,swing,false
3.54,-1.077170089847769,5.17974101938321,-1.064422023416429,-0.04186739031112165,-0.04184999994768752,0.1804858411467914,0.1804858411467914,0.8549916770719255,0.8549916770719257,0.8549916770719255,-21.639034273438494,4812.955769930632,swing,false
3.5500000000000003,-1.0281719393786501,4.62310589562688,-1.0155833677467367,-0.04002267615900758,-0.04001249994998439,0.18819609386660346,0.18819609386660346,0.700329874863395,0.7003298748634035,0.700329874863395,-18.645490632199333,5018.562509382629,swing,false
3.56,-0.9846440030034466,4.085694475764117,-0.9718650841600399,-0.03810834150191327,-0.038099999952375015,0.19442731004850541,0.19442731004850541,0.5555438155469016,0.5555438155468995,0.5555438155469016,-17.916780508481445,5184.728274441055,swing,false
3.5700000000000003,-0.9463934636193958,3.5676202246310593,-0.9344119329713699,-0.036139150678556546,-0.03611249995485939,0.19915971505825442,0.19915971505825442,0.4047269041935124,0.40472690419351975,0.4047269041935124,-17.991006651931706,5310.9257415254415,swing,false
3.58,-0.9132298679324875,3.0680867465103834,-0.9011010447452732,-0.034129734320186775,-0.034087499957390646,0.20250572017440616,0.20250572017440616,0.27536448217488024,0.2753644821748835,0.27536448217488024,-13.989104185824496,5400.152544734356,swing,false
3.59,-0.884973950848891,2.585901609248336,-0.8728510853631637,-0.03209326098888514,-0.0320624999599219,0.20457771158539423,0.20457771158539423,0.1498334078978074,0.14983340789781474,0.1498334078978074,-14.08493475714001,5455.405649096437,swing,false
3.6,-0.8614582493884698,2.119758834032007,-0.8493370297063143,-0.030042250460133223,-0.02999999996250003,0.20543520337318216,0.20543520337318216,0.03509448724781403,0.035094487247810946,0.03509448724781403,-11.598947491292504,5478.272096799365,swing,false
3.61,-0.8425307561522901,1.667962186515817,-0.8306955419199576,-0.027988312039803644,-0.027974999965031284,0.20517968059075672,0.20517968059075672,-0.07159558075094738,-0.07159558075095496,-0.07159558075094738,-10.81480663066299,5471.458155926169,swing,false
3.62,-0.8280580861359349,1.2284337539082122,-0.8161974452839473,-0.02594186535105786,-0.025912499967609415,0.2039623384547864,0.2039623384547864,-0.1608147105125568,-0.1608147105125468,-0.1608147105125568,-8.941819836926268,5438.995698926382,swing,false
3.63,-0.8179288631037837,0.7988454015844585,-0.8065443681709928,-0.02391169441178267,-0.02388749997014067,0.20196161868048582,0.20196161868048582,-0.22817328994276967,-0.22817328994276243,-0.22817328994276967,-5.890498583213138,5385.643171545009,swing,false
3.64,-0.8120578653223668,0.3762347921575573,-0.8008315117760926,-0.02190422691075498,-0.021862499972671923,0.19948606718817513,0.19948606718817513,-0.2567972547945695,-0.2567972547945774,-0.2567972547945695,-0.3673471466928979,5319.628465000873,swing,false
3.65,-0.8103930196012519,-0.043062818375739685,-0.7990542783477647,-0.01992203757634893,-0.019912499975109424,0.19699857115045324,0.19699857115045324,-0.23230937095129736,-0.23230937095128357,-0.23230937095129736,5.602227440568347,5253.295237245373,swing,false
3.66,-0.8129228647704198,-0.4635229718583132,-0.8015147913476189,-0.017962145557395223,-0.0179249999775938,0.1951540519627994,0.1951540519627994,-0.13267429415944354,-0.1326742941594461,-0.13267429415944354,12.854615690266858,5204.108058846453,swing,false
3.67,-0.8196846625995288,-0.8902718234676548,-0.8081427419791801,-0.0160140104124689,-0.015974999980031303,0.19477854129873928,0.19477854129873928,0.04930025239812219,0.049300252398132294,0.04930025239812219,20.372670643078266,5194.094441125666,swing,false
3.68,-0.8307644945142488,-1.3278021920895071,-0.8191508593440631,-0.014059260219950498,-0.0140249999824688,0.1965805646356985,0.1965805646356985,0.2923209371133223,0.2923209371133162,0.2978053095069087,25.00000000000002,5242.148396837979,swing,false
3.69,-0.8462858396964343,-1.7788021363627742,-0.8340881210643271,-0.012074026026737846,-0.012037499984953173,0.20087877400683174,0.20087877400683174,0.5423209371133225,0.5423209371133164,0.5542741916171979,25.00000000000002,5356.767313544806,swing,false
3.7,-0.866389596572074,-2.2444436647111057,-0.8540973467160868,-0.010033312533523442,-0.01001249998748442,0.2076713959588038,0.2076713959588038,0.7867335179521376,0.7867335179521373,0.7867335179521376,19.412580838814918,5537.903899157148,swing,false
3.71,-0.8912214096662916,-2.723983166789426,-0.8783098696072406,-0.007913660165040753,-0.007874999990156291,0.21651679275786306,0.21651679275786306,0.948513081393893,0.9485130813939036,0.948513081393893,9.528458408562756,5773.781147426908,swing,false
3.72,-0.9209084308814836,-3.215255784096138,-0.9073824369588456,-0.005698756240579387,-0.005662499992921919,0.22662370215132102,0.22662370215132102,1.0498667751388755,1.0498667751388802,1.0498667751388755,5.740063282796193,6043.298731589351,swing,false
3.73,-0.9555616764916584,-3.7170796744901473,-0.9417236049777742,-0.003378754276546814,-0.0033374999958281706,0.23746239199170704,0.23746239199170704,1.1035980347364784,1.1035980347364749,1.1035980347364784,1.2556098259384196,6332.330461027601,swing,false
3.74,-0.9952825200898298,-4.2286609304675755,-0.9807584097483437,-0.0009484329066842269,-0.000899999998875045,0.24862728861618702,0.24862728861618702,1.1218878842624034,1.1218878842624014,1.1218878842624034,0.5570433657333673,6630.061038052564,swing,false
3.75,-1.0401657608900354,-4.749504989166088,-1.0250695063437787,0.0015939223156501022,0.001649999997937455,0.2598345576741888,0.2598345576741888,1.1171334462059155,1.117133446205898,1.1171334462059155,-1.3614656841636208,6928.92154663952,swing,false
3.7600000000000002,-1.0903023469950293,-5.2792662436882996,-1.0746331070612165,0.004247800785137313,0.00431249999460933,0.27090742499820336,0.27090742499820336,1.097352378433832,1.0973523784338357,1.097352378433832,-1.802952425893567,7224.198008982337,swing,false
3.77,-1.145779221985859,-5.8174647892825595,-1.1296259460004392,0.007011189062418364,0.00708749999114058,0.2817188365290611,0.2817188365290611,1.0673786059099022,1.0673786059098855,1.0673786059099022,-1.756455953988434,7512.502316832258,swing,false
3.7800000000000002,-1.2066771933134108,-6.363322817348925,-1.1897907059840547,0.009880937698819483,0.009937499987578076,0.29216154052734195,0.29216154052734195,1.0249750054768263,1.0249750054768247,1.0249750054768263,-3.4221047565718976,7790.97442380117,swing,false
3.79,-1.2730669618578903,-6.915556423180639,-1.255986340328195,0.012852658178539094,0.012937499983828071,0.3020766024046643,0.3020766024046643,0.9621239942923574,0.9621239942923521,0.9621239942923574,-5.341713572695417,8055.376074193601,swing,false
3.8000000000000003,-1.3450033458759227,-7.472278096367865,-1.327424934220376,0.01591975080209503,0.01601249997998432,0.31116696374473374,0.31116696374473374,0.8583133781271809,0.8583133781271957,0.8583133781271809,-10.52176456562881,8297.7857102318,swing,false
3.81,-1.4225187246887705,-8.030873089920087,-1.4047750726970283,0.019070786622400027,0.019162499976046823,0.3186828850122244,0.3186828850122244,0.6477024738953414,0.6477024738953396,0.6388321946351614,-25.00000000000002,8498.210277615415,swing,false
3.8200000000000003,-1.5056192131801343,-8.589036187183998,-1.4870369203837808,0.022285188096217032,0.02238749997201558,0.32378490975117796,0.32378490975117796,0.3977024738953412,0.39770247389536717,0.12120992011292195,-25.00000000000002,8634.264270824244,swing,false
3.83,-1.5942929822497915,-9.145244933232963,-1.575351505114768,0.02553810981742358,0.02561249996798434,0.32638693449013123,0.32638693449013123,0.1477024738953411,0.1477024738953392,-0.986536285678403,-24.999999999999993,8703.651597283064,swing,false
3.84,-1.6885110328135091,-9.697507115336268,-1.6690745130232907,0.028804551786019657,0.02891249996385935,0.3264889592290848,0.3264889592290848,-0.10229752610465889,-0.10229752610463327,-2.314302050695607,-25.000000000000007,8706.372256991894,swing,false
3.85,-1.7882213355966263,-10.243201367256063,-1.768293180174852,0.03205951400200528,0.03213749995982811,0.32409098396803804,0.32409098396803804,-0.352297526104659,-0.35229752610466125,-3,-25.00000000000002,8642.426249950715,swing,false
3.86,-1.893342334108475,-10.779038428556309,-1.8733682127532256,0.03527799646538043,0.035362499955796885,0.3191930087069916,0.3191930087069916,-0.6022975261046591,-0.6022975261046337,-3,-25.00000000000002,8511.813576159542,swing,false
3.87,-2.0037561415686582,-11.301039793200921,-1.9839821012066796,0.03843499917614511,0.03851249995185941,0.31179503344594484,0.31179503344594484,-0.8522975261046594,-0.8522975261046617,-3,-25.00000000000002,8314.534235618365,swing,false
3.88,-2.119301640414717,-11.80454080051607,-2.0993522545767602,0.04150552213429933,0.04158749994801569,0.30189705818489837,0.30189705818489837,-1.102297526104659,-1.1022975261046342,-3,-24.99999999999991,8050.588228327192,swing,false
3.89,-2.239767765761762,-12.284225556491684,-2.2199884691125615,0.044464565339843075,0.044549999944312586,0.2894990829238517,0.2894990829238517,-1.3522975261046581,-1.3522975261046621,-3,-24.99999999999991,7719.975554286015,swing,false
3.9,-2.3648873265846464,-12.734200622433853,-2.345217723587585,0.04728712879277636,0.047362499940796964,0.2746011076628052,0.2746011076628052,-1.6022975261046573,-1.6022975261046346,-3,-24.99999999999991,7322.696213494843,swing,false
3.91,-2.4943317811966383,-13.148112898014825,-2.4750471428744665,0.049948212493099185,0.049987499937515695,0.2572031324017585,0.2572031324017585,-1.8522975261046564,-1.8522975261046626,-3,-24.99999999999991,6858.7502059536655,swing,false
3.92,-2.627707425131304,-13.51931435952216,-2.6088668967794044,0.05242281644081153,0.052462499934421924,0.23730515714071196,0.23730515714071196,-2.1022975261046555,-2.1022975261046626,-3,-24.99999999999991,6328.137531662491,swing,false
3.93,-2.7645534568862917,-13.841072256873685,-2.746239078013901,0.05468594063591342,0.05471249993160941,0.2149071818796654,0.2149071818796654,-2.3522975261046546,-2.352297526104663,-3,-24.99999999999991,5730.858190621317,swing,false
3.94,-2.904342348082408,-14.106818239119256,-2.886932233243927,0.05671258507840484,0.05673749992907816,0.19000920661861886,0.19000920661861886,-2.6022975261046537,-2.602297526104663,-3,-24.99999999999991,5066.912182830143,swing,false
3.95,-3.046482850999012,-14.310424187666099,-3.0301103035518775,0.0584777497682858,0.05849999992687504,0.16261123135757233,0.16261123135757233,-2.852297526104653,-2.8522975261046635,-3,-24.99999999999991,4336.29950828897,swing,false
3.96,3.092861914204502,-14.444911636698723,3.1079267074944767,0.05995683842463259,0.05996249992504693,0.13297474372704904,0.13297474372704904,-3,-3.0000000000000027,-3,0,3545.993170487133,swing,false
3.97,2.948089971752527,-14.494748255118093,2.9617949716497565,0.061136585861903084,0.06112499992359383,0.10297474372704901,0.10297474372704901,-3,-3.0000000000000027,-3,0,2745.993169487132,swing,false
3.98,2.8032734932762597,-14.45179380221711,2.814923435586386,0.06201797213580513,0.0619874999225157,0.07362743661220672,0.07362743661220672,-2.8337014283170894,-2.833701428317084,-2.805277389289946,24.99999999999991,1963.3983121130939,swing,false
3.99,2.6593952557972425,-14.3071101972322,2.668951382488997,0.06261737393051135,0.06254999992181257,0.04666542232903582,0.04666542232903582,-2.5837014283170903,-2.5837014283170907,-2.5057865970630466,24.99999999999991,1244.411263663136,swing,false
4,2.5174572828261987,-14.064793792509798,2.5249465929112915,0.06295965558238587,0.06288749992139073,0.022203408045864906,0.022203408045864906,-2.333701428317091,-2.3337014283170907,-2.2133914647556963,24.99999999999991,592.0908819631778,swing,false
4.01,2.378399595674735,-13.73255350369376,2.3832098332357123,0.06306981709142864,0.06299999992125012,0.00024139376269398903,0.00024139376269398903,-2.083701428317092,-2.083701428317092,-1.920927618313032,24.99999999999991,6.4371670132195,swing,false
4.0200000000000005,2.2430727008822253,-13.32047792430964,2.2455912605081703,0.06297285845763974,0.06288749992139073,-0.01922062052047694,-0.01922062052047694,-1.833701428317093,-1.8337014283170936,-1.6721979472796138,24.99999999999991,512.5498811867391,swing,false
4.03,2.1122171276129458,-12.840354417298675,2.112510232610648,0.06269377968101912,0.06262499992171881,-0.036182634803647876,-0.036182634803647876,-1.5837014283170938,-1.583701428317097,-1.4613594369682201,24.99999999999991,964.8702626366979,swing,false
4.04,1.9864500601626764,-12.304944418277735,1.984200503111754,0.06225758076156679,0.062174999922281315,-0.050644649086818816,-0.050644649086818816,-1.3337014283170947,-1.3337014283170967,-1.2814988342361073,24.99999999999991,1350.5239773366568,swing,false
4.05,1.8662584831722098,-11.72763332481277,1.8617679285126847,0.061688935428236835,0.06157499992303134,-0.06278963276047783,-0.06278963276047783,-1.1545048851549558,-1.1545048851549569,-1.1545048851549558,-6.354852563017932,1674.3902090390634,swing,false
4.0600000000000005,1.7519891566571528,-11.122595367949376,1.7456759073921628,0.061005282229097846,0.06089999992387511,-0.07383604296586585,-0.07383604296586585,-1.092597153375359,-1.0925971533753547,-1.092597153375359,-20.70593646348251,1968.9611482176242,swing,false
4.07,1.6438618360115045,-10.500907576621016,1.635823797716354,0.060211533252918385,0.06011249992485951,-0.08518041658500844,-0.08518041658500844,-1.2235481226011382,-1.2235481226011424,-1.278320314108587,-24.99999999999991,2271.4777784395724,swing,false
4.08,1.5420005848419525,-9.870207512020883,1.5329651648021692,0.059293739180938256,0.05917499992603138,-0.09879089781101981,-0.09879089781101981,-1.4735481226011373,-1.4735481226011427,-2.022276569671662,-24.99999999999991,2634.423944920225,swing,false
4.09,1.4464746423423567,-9.234397415317988,1.4362966175382985,0.058227340296698,0.058087499927390734,-0.11490137903703118,-0.11490137903703118,-1.7235481226011364,-1.7235481226011429,-2.2799108026825645,-24.99999999999991,3064.0367781508776,swing,false
4.1,1.3573198724796134,-8.596402103212391,1.3465444564608464,0.05698733660019763,0.056849999928937585,-0.13351186026304254,-0.13351186026304254,-1.9735481226011355,-1.973548122601143,-2.208604377055854,-24.99999999999991,3560.31627813153,swing,false
4.11,1.2745456711128815,-7.959021533637194,1.2631888632647617,0.05554921396579383,0.05538749993076569,-0.15427762127801845,-0.15427762127801845,-2.0740250933573248,-2.0740250933573288,-2.0740250933573248,24.87056036891877,4114.069905889746,swing,false
4.12,1.198110125852835,-7.330046853329185,1.1861872849098318,0.053905418637831375,0.053737499932828184,-0.17422464772204943,-0.17422464772204943,-1.9205672042511595,-1.9205672042511557,-1.9167568960432741,24.99999999999991,4645.9906117288065,swing,false
4.13,1.1278978234719037,-6.715079113578024,1.1155774142305601,0.052070334651554036,0.051899999935125056,-0.19250394212719313,-0.19250394212719313,-1.7467691825061744,-1.746769182506186,-1.745698471369003,24.99999999999991,5133.438463141949,swing,false
4.14,1.0637499045642058,-6.117710377406297,1.0515430635681857,0.050061188949662556,0.04987499993765631,-0.2090145608456777,-0.2090145608456777,-1.563786036845459,-1.5637860368454548,-1.5613192826256708,24.99999999999991,5573.721629518558,swing,false
4.15,1.0054761531985408,-5.540565629503936,0.9931088185931242,0.047896151962261865,0.04769999994037507,-0.2236877128094752,-0.2236877128094752,-1.3816828479720746,-1.3816828479720766,-1.3815880638220632,24.99999999999991,5965.005682375596,swing,false
4.16,0.9528666601195348,-4.985019458583109,0.9401596253593744,0.04559327830837153,0.04541249994323446,-0.23659416011922,-0.23659416011922,-1.2065684089333317,-1.2065684089333228,-1.2065684089333317,24.302380510449638,6309.177611065672,swing,false
4.17,0.9057003155428845,-4.45202173219128,0.8929692066198518,0.04317030402109198,0.04297499994628135,-0.24770903864378133,-0.24770903864378133,-1.0314572830826716,-1.0314572830826818,-1.0314572830826716,21.018472588061552,6605.574372091137,swing,false
4.18,0.8637505585093225,-3.941713176874542,0.8514508755190449,0.040644943801121776,0.040462499949422,-0.2570685631080207,-0.2570685631080207,-0.8565767040263597,-0.856576704026335,-0.8565767040263597,18.9060420160001,6855.161691449503,swing,false
4.19,0.8267919649046248,-3.4536410239550026,0.8149124097396623,0.0380345671003459,0.037837499952703274,-0.2647314413861625,-0.2647314413861625,-0.6897044631100206,-0.689704463110008,-0.6897044631100206,20.047162738360047,7059.505112455382,swing,false
4.2,0.794606507003907,-2.9868813983506324,0.7830450749683147,0.03535575963954018,0.03513749995607829,-0.2707720867065634,-0.2707720867065634,-0.5338613671220935,-0.5338613671220793,-0.5338613671220935,17.304598040181695,7220.588987867427,swing,false
4.21,0.7669879973417738,-2.5399932523476885,0.7554458034340871,0.03262415220620586,0.0324374999594533,-0.27530985068789354,-0.27530985068789354,-0.38825434809029824,-0.3882543480903111,-0.38825434809029824,15.294913532519827,7341.596027520824,swing,false
4.22,0.7437449955418088,-2.1115689044216275,0.7330385202550669,0.029854417058510503,0.02966249996292205,-0.27839696930858465,-0.27839696930858465,-0.243862214767384,-0.24386221476740966,-0.243862214767384,14.579416675990775,7423.919190842157,swing,false
4.23,0.7247010057455457,-1.6998269821075498,0.7142467338996389,0.02706072764795199,0.026849999966437672,-0.2801288533591972,-0.2801288533591972,-0.11572582584563526,-0.11572582584562507,-0.11572582584563526,13.021088777062095,7470.1027655828875,swing,false
4.24,0.7096999701156094,-1.3026194702028753,0.6988917302248818,0.024255876603869686,0.024037499969953295,-0.2806515143921911,-0.2806515143921911,-0.001200566184426377,-0.0012005661844116666,-0.001200566184426377,10.979972527502184,7484.040393146814,swing,false
4.25,0.6986068513179153,-0.9178803844494491,0.6882744152563725,0.02145142103977715,0.02126249997342204,-0.2800699369922751,-0.2800699369922751,0.10357937905945447,0.10357937905947079,0.10357937905945447,9.501272266578708,7468.531662463001,swing,false
4.26,0.6913091782329039,-0.5430772404052163,0.6807883227896524,0.018657533448032542,0.018449999976937664,-0.2785755209787149,-0.2785755209787149,0.18407270848740867,0.18407270848741497,0.18407270848740867,7.497269432277742,7428.680568718249,swing,false
4.2700000000000005,0.6877219689847417,-0.17524037774745516,0.6777327371706354,0.015882059563324134,0.01567499998040641,-0.2764437698568216,-0.2764437698568216,0.2313094096586446,0.2313094096586532,0.2313094096586446,3.2498569856453385,7371.833872063369,swing,false
4.28,0.6877931665142643,0.18925645501350385,0.677749130581219,0.013129425905746723,0.012937499983828293,-0.2740862561513111,-0.2740862561513111,0.23163107237474065,0.23163107237472724,0.23163107237474065,-2.6393521292769893,7308.966839837838,swing,false
4.29,0.6915100714298302,0.5546666846837978,0.6816916370090333,0.010399277749801157,0.010199999987250175,-0.2720506923528308,-0.2720506923528308,0.17158648508429572,0.1715864850843074,0.17158648508429572,-7.993082953387548,7254.685138477178,swing,false
4.3,0.6989044712014885,0.9253592610490661,0.6887144913808898,0.007685320332279957,0.007499999990625181,-0.27091974812012304,-0.27091974812012304,0.06295080852545887,0.06295080852547486,0.06295080852545887,-11.38516123676414,7224.526625567273,swing,false
4.3100000000000005,0.7100473685359749,1.304943617181816,0.6998898778681455,0.0049763099436183796,0.004762499994047056,-0.2711307652023839,-0.2711307652023839,-0.08825710221788238,-0.0882571022178813,-0.08825710221788238,-12.964126735485998,7230.153747767929,swing,false
