t,theta,omega,thetaHat,x,pulseX,v,actualV,a,actualA,request,jerk,hz,mode,braking
31.560000000000002,-0.0004762232739063105,0.004319658979245635,0.00015304711600695801,0.0012873572706278862,0.0013124999983589933,-0.0002766107517751706,-0.0002766107517751706,0.06685955112467346,0.06685955112467346,0.06685955112467346,-1.2506556966460636,7.376286723224908,balance,false
31.57,-0.0004529166713398437,0.0005042959297078286,0.00016083531087872593,0.0012876503415318247,0.0013124999983589933,0.0003090667626417275,0.0003090667626417275,0.05132662807754103,0.051326628077541014,0.05132662807754103,-1.6322785275270506,8.24178034741496,balance,false
31.580000000000002,-0.0004628583952489563,-0.002342706775916993,0.00012630737855119618,0.001293004232044304,0.0013124999983589933,0.0007370069998828134,0.0007370069998828134,0.036249880592396005,0.03624988059239601,0.036249880592396005,-1.3629083938934554,19.653520021441924,balance,false
31.59,-0.0004971133749290778,-0.004397799297793959,0.00008809120642198827,0.001301947802364933,0.0013124999983589933,0.0010330566273015513,0.0010330566273015513,0.02474989122566323,0.024749891225663272,0.02474989122566323,-0.9771011163839868,27.54817676247659,balance,false
31.6,-0.0005489696699799074,-0.00590084930506331,0.00005757733227997491,0.001313349162691448,0.0013124999983589933,0.0012344960545578952,0.0012344960545578952,0.016864090371168868,0.016864090371168778,0.016864090371168868,-0.6473894791026342,32.91989482936041,balance,false
31.61,-0.0006139711372711912,-0.007056219439419157,0.00003612133205472357,0.0013264292228850059,0.0013499999983121182,0.0013734150620178605,0.0013734150620178605,0.011809445951016864,0.011809445951016777,0.011809445951016864,-0.40805462322390446,36.624401699590116,balance,false
31.62,-0.0006894269993965746,-0.008011357456479188,0.000022029111264593417,0.0013406861561062974,0.0013499999983121182,0.0014729319132537149,0.0014729319132537149,0.008666124343180776,0.008666124343180773,0.008666124343180776,-0.24797436832963565,39.27818440253013,balance,false
31.63,-0.0007738626836273162,-0.00886539911572135,0.000013159746532248319,0.0013558080361018526,0.0013874999982652432,0.0015484374059375982,0.0015484374059375982,0.006786761973582472,0.0067867619735824825,0.006786761973582472,-0.14597567083453158,41.29166420995053,balance,false
31.64,-0.0008483965685146496,-0.004976151160305057,-0.001262047546195043,0.0013685854077852757,0.0013874999982652432,0.0008287636071298978,0.0008287636071298978,-0.11197359487847819,-0.1119735948784782,-0.11197359487847819,-5.458431990601017,22.10036288442273,balance,false
31.650000000000002,-0.0008634482898489004,0.0020810619444407946,-0.001672304362585937,0.0013707064794696727,0.0013874999982652432,-0.00042469348333453805,-0.00042469348333453805,-0.12799312694062512,-0.12799312694062512,-0.12799312694062512,0.5186019976577139,11.325159569744132,balance,false
31.66,-0.0008080602070795997,0.008832492863691059,-0.001752828387275797,0.0013602954900463098,0.0013874999982652432,-0.001630150206720694,-0.001630150206720694,-0.11246304771589863,-0.11246304771589866,-0.11246304771589863,2.0157229757133965,43.470672233556854,balance,false
31.67,-0.0006924016737587503,0.013362922951629568,-0.001056919751217141,0.0013390473668542424,0.0013499999983121182,-0.002462890284639043,-0.002462890284639043,-0.024896707412240836,-0.02489670741224071,-0.024896707412240836,15.625078582162665,65.67707433913749,balance,false
31.68,-0.0005659578918875075,0.011212803098023574,-0.00017778313548169305,0.0013152481356534414,0.0013499999983121182,-0.002176423634846816,-0.002176423634846816,0.05557696539060898,0.05557696539060892,0.05557696539060898,3.618224925819084,58.03796366846255,balance,false
31.69,-0.00047455548207470707,0.0070094470269335424,0.00010284243878140975,0.0012966259387687472,0.0013124999983589933,-0.0015363960894929595,-0.0015363960894929595,0.06522577335025294,0.0652257733502529,0.06522577335025294,-0.48505032122059255,40.970562437692124,balance,false
31.7,-0.0004244732769862874,0.003139599351758127,0.00015604812992154717,0.0012843376835437793,0.0013124999983589933,-0.0009419901302580672,-0.0009419901302580672,0.05336997212693959,0.053369972126939544,0.05336997212693959,-1.4944923214135695,25.119736838281465,balance,false
31.71,-0.000408679364935929,0.00017256846079011164,0.00013501555323686603,0.0012772929150239786,0.0013124999983589933,-0.0004918058404175937,-0.0004918058404175937,0.0383415721056456,0.03834157210564563,0.0383415721056456,-1.428899056339944,13.114822427529361,balance,false
31.720000000000002,-0.00041817534601528897,-0.0019485153872371812,0.00009850057732071694,0.0012740359902173543,0.0012749999984058684,-0.0001799327783166026,-0.0001799327783166026,0.025848714049314363,0.02584871404931436,0.025848714049314363,-1.0846857503719227,4.7982074277738285,balance,false
31.73,-0.0004455385243793737,-0.0034388901136523545,0.00006607899210982119,0.0012733419700923202,0.0012749999984058684,0.00002671614961830678,0.00002671614961830678,0.016933379293457222,0.016933379293457222,0.016933379293457222,-0.7427539646087701,0.7124306573787192,balance,false
31.740000000000002,-0.00048555536031607714,-0.004510342800483755,0.00004216439834256497,0.0012743302169368443,0.0012749999984058684,0.00016142271390722537,0.00016142271390722537,0.011026028650113394,0.011026028650113396,0.011026028650113394,-0.4793747071574379,4.304605709573434,balance,false
31.75,-0.0005348885073390743,-0.0053244639836784406,0.000026023451650639195,0.0012764157302173843,0.0012749999984058684,0.0002496876981177098,0.0002496876981177098,0.007293743794650379,0.007293743794650368,0.007293743794650379,-0.2974614311230181,6.658338624795185,balance,false
31.76,-0.00059156141303069,-0.00599322167101113,0.00001568421632057977,0.0012792281014362716,0.0012749999984058684,0.00030913300848822055,0.00030913300848822055,0.005013468106547808,0.005013468106547828,0.005013468106547808,-0.17924317168292736,8.243546903323649,balance,false
31.77,-0.0006545145999849767,-0.00659013708096853,0.000009285887261541167,0.0012825406850133516,0.0012749999984058684,0.0003512139450074006,0.0003512139450074006,0.003656940273321619,0.0036569402733215993,0.003656940273321619,-0.10534974771634265,9.365705211904482,balance,false
31.78,-0.000723281987924606,-0.007162154742658211,0.000005422096293331854,0.0012862185031644897,0.0012749999984058684,0.0003830922738887832,0.0003830922738887832,0.002869496584845598,0.00286949658484558,0.002869496584845598,-0.06038874248861289,10.215793983137296,balance,false
31.79,-0.0007960928171345145,-0.006662050239300465,-0.0006648938243862928,0.0012899042734121281,0.0012749999984058684,0.00023050083991834158,0.00023050083991834158,-0.06473720181218048,-0.06473720181218048,-0.06473720181218048,-13.710917121803133,6.14668907217247,balance,false
31.8,-0.0008350523198993441,-0.0005748192757405838,-0.0014942327431171866,0.001287240853729895,0.0012749999984058684,-0.0008565287449081351,-0.0008565287449081351,-0.1285126840822201,-0.12851268408222014,-0.1285126840822201,-2.1685222139838367,22.840766559434563,balance,false
31.810000000000002,-0.000803840260939588,0.006770445697983489,-0.0017297989032664662,0.0012721346397744696,0.0012374999984527434,-0.0021572666149038957,-0.0021572666149038957,-0.1263695787866709,-0.1263695787866708,-0.1263695787866709,1.4601513172622094,57.52710980267944,balance,false
31.82,-0.0007042750311728155,0.012208662775258861,-0.0010814835849757328,0.0012448697976083828,0.0012374999984527434,-0.0031398724887973166,-0.0031398724887973166,-0.039761391159669146,-0.03976139115966903,-0.039761391159669146,15.777418411949684,83.72993313925753,balance,false
31.830000000000002,-0.0005851816159859653,0.010868676440811575,-0.00020974736401301126,0.001213601316212408,0.0011999999984996185,-0.002988807660217076,-0.002988807660217076,0.04332839685409341,0.043328396854093454,0.04332839685409341,3.928246847739604,79.70153770541562,balance,false
31.84,-0.0004939475924653704,0.007289734827184521,0.00007614180810104543,0.0011863034040170762,0.0011624999985464935,-0.002454226652661583,-0.002454226652661583,0.055995464498453655,0.055995464498453676,0.055995464498453655,-0.2035193007663555,65.4460441527831,balance,false
31.85,-0.00043864239523277033,0.003880363577422231,0.00013687026629681257,0.0011644253135441257,0.0011624999985464935,-0.0019381885083103849,-0.0019381885083103849,0.046562255485852404,0.0465622554858523,0.046562255485852404,-1.28583878871847,51.68502695288321,balance,false
31.86,-0.0004136500925609645,0.0012560005855625283,0.00012226300697455112,0.0011471132347845127,0.0011249999985933686,-0.00154639038887421,-0.00154639038887421,0.0332020989298362,0.0332020989298363,0.0332020989298362,-1.2887097918289,41.23707708819195,balance,false
31.87,-0.0004109315792297092,-0.0005991017681213693,0.00009040925886273648,0.0011330771898218099,0.0011249999985933686,-0.0012793353468308138,-0.0012793353468308138,0.021842591834504776,0.021842591834504797,0.021842591834504776,-0.9960572618504943,34.115609291466214,balance,false
31.88,-0.0004236742260973544,-0.001869477762040711,0.00006110478379248675,0.0011212035154700766,0.0010874999986402437,-0.001108722058536239,-0.001108722058536239,0.013607449848125092,0.013607449848125012,0.013607449848125092,-0.6894088346353217,29.565921597923776,balance,false
31.89,-0.0004469895473866125,-0.002741781738113905,0.00003917517156020882,0.001110678294597303,0.0010874999986402437,-0.0010051954457546966,-0.0010051954457546966,0.008069213077369342,0.008069213077369422,0.008069213077369342,-0.4488857434961774,26.805211920298426,balance,false
31.900000000000002,-0.0004776796063303058,-0.00336481707192707,0.000024257616205642656,0.001100954676237204,0.0010874999986402437,-0.0009451689625296747,-0.0009451689625296747,0.004557951746396892,0.0045579517463968395,0.004557951746396892,-0.28118672903940883,25.204505698963626,balance,false
31.91,-0.0005137978120112994,-0.003841092393424354,0.00001465495227611451,0.0010916842257911266,0.0010874999986402437,-0.0009123986106181276,-0.0009123986106181276,0.0023892544608324247,0.00238925446083239,0.0023892544608324247,-0.17161740845747508,24.330629646896693,balance,false
31.92,-0.0005542376200775291,-0.004237766837167676,0.000008692367660719407,0.0010826513761677072,0.0010499999986871187,-0.0008962975773185699,-0.0008962975773185699,0.0010484495988552212,0.001048449598855237,0.0010484495988552212,-0.13275109434051974,23.901268758371785,balance,false
31.93,-0.0005984243494960559,-0.00459615198019722,0.000005082851917487355,0.0010737239017531463,0.0010499999986871187,-0.0008904481524299379,-0.0008904481524299379,0.0002667227491428752,0.000266722749142829,0.0002667227491428752,-0.06106634857001966,23.74528409447995,balance,false
31.94,-0.0006461279271480333,-0.004944574365011728,0.0000029386252077561465,0.0010648227393145466,0.0010499999986871187,-0.0008905237992649687,-0.0008905237992649687,-0.00019560051655077675,-0.00019560051655080016,-0.00019560051655077675,-0.03605558115543899,23.747301343416627,balance,false
31.95,-0.000697338584212598,-0.005299733094717648,0.000001683273447869815,0.0010559018055092244,0.0010499999986871187,-0.0008941000291512963,-0.0008941000291512963,-0.0004688343256033108,-0.00046883432560328436,-0.0004688343256033108,-0.021361483703768135,23.842667473837903,balance,false
31.96,-0.0007521807106599783,-0.0056722780140025094,9.567892981846875e-7,0.001046933847531499,0.0010499999986871187,-0.0008997523407260987,-0.0008997523407260987,-0.0006317296324079319,-0.0006317296324079465,-0.0006317296324079319,-0.012840509935233002,23.99339578268771,balance,false
31.970000000000002,-0.0008060387068956785,-0.0039752354119187115,-0.0009122385192703591,0.0010371019473446315,0.0010124999987339938,-0.0012540444889233293,-0.0012540444889233293,-0.09017305962977823,-0.09017305962977815,-0.09017305962977823,-10.337835957829459,33.441186413090264,balance,false
31.98,-0.000813415820907758,0.0028732113901314736,-0.001573168018955266,0.0010188014168084436,0.0010124999987339938,-0.002468858500722699,-0.002468858500722699,-0.13408339722560578,-0.13408339722560583,-0.13408339722560578,-1.0195137998880999,65.83622676823393,balance,false
31.990000000000002,-0.0007472352333104781,0.00997515507330541,-0.0013773851735288487,0.0009874956115454771,0.0009749999987808688,-0.0037277491598635996,-0.0037277491598635996,-0.08809950182819555,-0.08809950182819565,-0.08809950182819555,19.494400511423024,99.40664438728763,balance,false
32,-0.000639449246466909,0.010600711322044811,-0.00034722231298426785,0.0009485013644265967,0.0009374999988277439,-0.003906697538538208,-0.003906697538538208,0.020033390929320907,0.020033390929321063,0.020033390929320907,5.66019485180317,104.1786011579088,balance,false
32.01,-0.0005456245731386902,0.007965716595476508,0.000013267138166488672,0.0009111239361859065,0.0008999999988746189,-0.0035340457230735992,-0.0035340457230735992,0.04428235773254992,0.044282357732549835,0.04428235773254992,0.590514360797878,94.24121939976418,balance,false
32.02,-0.0004809127265305896,0.005037038948688629,0.00010869967397712949,0.0008779819949585094,0.000862499998921494,-0.003102969244665535,-0.003102969244665535,0.040074392927382685,0.04007439292738266,0.040074392927382685,-0.9300526690271538,82.74584662784657,balance,false
32.03,-0.00044286105455192517,0.002690475628881182,0.00010999091804737798,0.0008487517555717499,0.000824999998968369,-0.0027616231274460385,-0.0027616231274460385,0.029032792761667533,0.029032792761667526,0.029032792761667533,-1.1347872924835911,73.64328349061513,balance,false
32.04,-0.0004247800377426911,0.001031128537636888,0.00008527619750741749,0.0008223777539616984,0.000824999998968369,-0.0025301720217821774,-0.0025301720217821774,0.018650198798293247,0.018650198798293195,0.018650198798293247,-0.9334679129096752,67.47125399853047,balance,false
32.05,-0.000420363060763785,-0.00006954402076317953,0.0000590913654255534,0.0007978439059886092,0.0007874999990152441,-0.0023893664685924847,-0.0023893664685924847,0.010761326858139013,0.010761326858138836,0.010761326858139013,-0.6672264067327446,63.71643924211181,balance,false
32.06,-0.0004248554727576826,-0.0007759977853568662,0.00003847265028804505,0.0007743741627028755,0.0007499999990621192,-0.002313354483217873,-0.002313354483217873,0.005338102223553531,0.005338102223553538,0.005338102223553531,-0.4439556850892685,61.68945296292176,balance,false
32.07,-0.00043502182317280575,-0.0012239624858027566,0.000024073232061570018,0.0007514328088633314,0.0007499999990621192,-0.0022805553880649566,-0.0022805553880649566,0.0018321270890886776,0.0018321270890886074,0.0018321270890886776,-0.2832908457745193,60.81481042441736,balance,false
32.08,-0.0004487963734889033,-0.0015104532941218425,0.000014654102631982322,0.0007286706305279397,0.0007124999991089942,-0.0022754715708144064,-0.0022754715708144064,-0.00040471333177370195,-0.00040471333177371366,-0.00040471333177370195,-0.17643990795858594,60.67924196423323,balance,false
32.09,-0.00046491348240669934,-0.0017010629209234813,0.000008741838236276634,0.0007058663525357118,0.0006749999991558693,-0.002287600260942061,-0.002287600260942061,-0.0017994786552594905,-0.0017994786552593366,-0.0017994786552594905,-0.1384591502052953,61.00267370137497,balance,false
32.1,-0.0004826300953084428,-0.0018357874155550803,0.000005134791305026,0.0006828823362608871,0.0006749999991558693,-0.002310550777081109,-0.002310550777081109,-0.002639802367741805,-0.002639802367741719,-0.002639802367741805,-0.06699601774551832,61.61468746584793,balance,false
32.11,-0.0005015309208612292,-0.0019406670895193922,0.0000029794016723437644,0.0006596333034408847,0.0006374999992027443,-0.0023401683757011908,-0.0023401683757011908,-0.0031916431104413085,-0.0031916431104412474,-0.0031916431104413085,-0.04205451096060686,62.40449009670404,balance,false
32.12,-0.0005213959631122266,-0.0020310079675324695,0.0000017117079928749002,0.0006360649682496285,0.0006374999992027443,-0.002374034497015053,-0.002374034497015053,-0.0035247476851714915,-0.0035247476851715635,-0.0035247476851714915,-0.02733958395449319,63.30758666620257,balance,false
32.13,-0.0005421289973379723,-0.0021152523860021575,9.753726925937013e-7,0.0006121425051231734,0.0005999999992496194,-0.0024108452181663353,-0.0024108452181663353,-0.0037776897738582204,-0.003777689773858204,-0.0037776897738582204,-0.01887387695471499,64.28920589813045,balance,false
32.14,-0.0005637034744947944,-0.002199772671602257,5.519747929188031e-7,0.0005878417421240922,0.0005624999992964945,-0.00244962922872599,-0.00244962922872599,-0.003967410149741134,-0.003967410149741113,-0.003967410149741134,-0.014074474177221998,65.32344618101405,balance,false
32.15,-0.0005861343745075624,-0.0022873371669009574,3.1053986437419164e-7,0.0005631445617836437,0.0005624999992964945,-0.002490009696664521,-0.002490009696664521,-0.004091912146156506,-0.004091912146156687,-0.004091912146156506,-0.011361497670132198,66.40025866072088,balance,false
32.160000000000004,-0.000609465661042245,-0.002379832502734376,1.7382631843434478e-7,0.0005380368282604637,0.0005249999993433695,-0.0025317569524813763,-0.0025317569524813763,-0.00422688802947783,-0.0042268880294780466,-0.00422688802947783,-0.009941380486057881,67.5135188172286,balance,false
32.17,-0.0006337555702767439,-0.0024791604880187268,9.68716503008316e-8,0.0005125059215891387,0.0004874999993902445,-0.0025746428278183285,-0.0025746428278183285,-0.004351614744873836,-0.004351614744874024,-0.004351614744873836,-0.009230641022433747,68.65714216097686,balance,false
32.18,-0.0006590734277024795,-0.0025859419548285405,5.377649491242124e-8,0.00048654016269722135,0.0004874999993902445,-0.0026186572103949275,-0.0026186572103949275,-0.004441687371447672,-0.004441687371447515,-0.004441687371447672,-0.008869288157781381,69.83085903115331,balance,false
32.19,-0.0006854987113779385,-0.0027006035349771062,2.975054632137535e-8,0.0004601285952535698,0.0004499999994371195,-0.002663828778441078,-0.002663828778441078,-0.00455980760975303,-0.0045598076097528445,-0.00455980760975303,-0.008792982585428474,71.03543418055638,balance,false
32.2,-0.0007131170609345677,-0.0028243805226354974,1.640835454898129e-8,0.00043326025223538957,0.0004124999994839945,-0.0027100597562527864,-0.0027100597562527864,-0.00467772161957078,-0.004677721619570762,-0.00467772161957078,-0.008847133639561418,72.2682602570763,balance,false
32.21,-0.0007420200970958981,-0.0029579410396069123,9.024829841570074e-9,0.00040592404709703206,0.0003749999995308695,-0.0027573547548863223,-0.0027573547548863223,-0.0047964012613736446,-0.004796401261373574,-0.0047964012613736446,-0.038770132816090194,73.52946022221376,balance,false
32.22,-0.000772306974607988,-0.003101425129922746,4.951460231743652e-9,0.0003781089451259579,0.0003749999995308695,-0.0028058148470908473,-0.0028058148470908473,-0.0048867757565138085,-0.004886775756513667,-0.0048867757565138085,-0.009092700503487289,74.82172934928309,balance,false
32.230000000000004,-0.000785855436174949,0.0014532639080894476,-0.0012697830383959984,0.0003467796582226689,0.0003374999995777445,-0.003636779940817027,-0.003636779940817027,-0.1227113913901813,-0.12271139139018129,-0.1227113913901813,-5.384725469478643,96.98079854301339,balance,false
32.24,-0.0007350047612834144,0.00809321004451709,-0.0010087718633085313,0.00030399808602088306,0.00029999999962461953,-0.004816081565135439,-0.004816081565135439,-0.07108773806602556,-0.07108773806602589,-0.07108773806602556,14.231505113411993,128.4288418974811,balance,false
32.25,-0.0006467567099365625,0.008837353903944495,-0.0002593866899690412,0.0002542489851517224,0.00022499999971836953,-0.005013156780759733,-0.005013156780759733,0.008136812061203551,0.008136812061203605,0.008136812061203551,4.149422285304266,133.68418098736478,balance,false
32.26,-0.0005659235448482378,0.007180539909189853,0.000004399210763649475,0.00020503619615316784,0.00018749999976524454,-0.004803232048990792,-0.004803232048990792,0.02632313547229705,0.026323135472297414,0.02632313547229705,0.478343289085581,128.08618813319552,balance,false
32.27,-0.0005037794895506032,0.005289812635921118,0.0000754412998650149,0.00015831706865828717,0.00014999999981211954,-0.004546253534939564,-0.004546253534939564,0.023649096327280655,0.02364909632728094,0.023649096327280655,-0.6444829397079799,121.23342774993017,balance,false
32.28,-0.00045868436729929444,0.00381375971122338,0.000077650793257567,0.00011389310352176107,0.00011249999985899454,-0.004351655438159486,-0.004351655438159486,0.01584954961273321,0.015849549612733,0.01584954961273321,-0.8073707546048491,116.0441451626415,balance,false
32.29,-0.0004258096330878339,0.0028386491379477088,0.00006055731061538136,0.00007101829519658577,0.00003749999995274455,-0.004235503124033728,-0.004235503124033728,0.00838936471480958,0.008389364714809708,0.00838936471480958,-0.6710300915196369,112.94675011541618,balance,false
32.3,-0.0004005200565064872,0.00227783868643983,0.000042087512050341546,0.00002896342210956571,-3.804465423251635e-16,-0.00418470672686237,-0.00418470672686237,0.00265321948325584,0.002653219483256253,0.00265321948325584,-0.5139589591389108,111.59217952248676,balance,false
32.31,-0.00037924841517009226,0.002017381953206445,0.00002745115983669275,-0.000012833968266862482,-0.000037499999953505443,-0.004181174387371497,-0.004181174387371497,-0.0013133842550918156,-0.0013133842550914696,-0.0013133842550918156,-0.32610317530645894,111.49798380261241,balance,false
32.32,-0.0003594874265005542,0.0019624114061593013,0.00001719747582925392,-0.00005476666007661049,-0.00007499999990663044,-0.004209610009991825,-0.004209610009991825,-0.003941354100505888,-0.0039413541005062225,-0.003941354100505888,-0.21202147107776767,112.25626707343568,balance,false
32.33,-0.00033954208378925485,0.0020452479460567447,0.000010477634313842975,-0.00009709571634320096,-0.00011249999985975544,-0.004258966621112931,-0.004258966621112931,-0.005646090876709264,-0.005646090876709579,-0.005646090876709264,-0.13602743266751502,113.57244337164373,balance,false
32.34,-0.00031827271388652095,0.00222149768178741,0.000006254428440215346,-0.0001399909359197809,-0.00014999999981288043,-0.00432188319517045,-0.00432188319517045,-0.00675224044077498,-0.006752240440774555,-0.00675224044077498,-0.08783295048432008,115.25021868194143,balance,false
32.35,-0.00029489255522391274,0.0024638925543169128,0.000003675584779003772,-0.00018356297610348332,-0.00018749999976600543,-0.004393721127061792,-0.004393721127061792,-0.007485744146836653,-0.007485744146836816,-0.007485744146836653,-0.05829410181956533,117.16589686810516,balance,false
32.36,-0.0002688287654956729,0.002756189883865037,0.000002133575173397036,-0.00022788542553430147,-0.0002624999996722554,-0.004471589479323766,-0.004471589479323766,-0.0079939943921479,-0.007993994392148027,-0.0079939943921479,-0.040663218484148986,119.24238626435343,balance,false
32.37,-0.0002396288267363048,0.003089997695461795,0.000001226173980458616,-0.00027300964053236435,-0.0002999999996253804,-0.00455384107568122,-0.00455384107568122,-0.008399332315419769,-0.008399332315420054,-0.008399332315419769,-0.06023472072916487,121.43576216996058,balance,false
32.38,-0.00020690408337312898,0.0034609539063930658,6.988962550473357e-7,-0.000318973597174475,-0.0003374999995785054,-0.004639451656696755,-0.004639451656696755,-0.008698474457763514,-0.008698474457763568,-0.008698474457763514,-0.024596982282638902,123.71871099989521,balance,false
32.39,-0.0001702909176698854,0.0038677036091434146,3.956058669743344e-7,-0.0003658079143046539,-0.0003749999995316304,-0.004727857146650968,-0.004727857146650968,-0.008954894719380739,-0.008954894719380435,-0.008954894719380739,-0.021382115084308748,126.07619073495438,balance,false
32.4,-0.00012942982084736512,0.004310644048975591,2.2261158752096573e-7,-0.00041353895569224314,-0.0004124999994847554,-0.004818748319210184,-0.004818748319210184,-0.009188418547835498,-0.00918841854783553,-0.009188418547835498,-0.019705074582550275,128.49995533956317,balance,false
32.410000000000004,-0.00008395099669000721,0.004791643581646456,1.246296332136154e-7,-0.0004621908649315926,-0.0004874999993910054,-0.004912024827550722,-0.004912024827550722,-0.009440490823049486,-0.009440490823049187,-0.009440490823049486,-0.018974448437424074,130.9873288984201,balance,false
32.42,-0.00003346355935934779,0.005312772383442944,6.946538824072053e-8,-0.0005117870030970292,-0.0005249999993441304,-0.005007583933645219,-0.005007583933645219,-0.009658133258479123,-0.009658133258478967,-0.009658133258479123,-0.018701997681528845,133.535571730792,balance,false
32.43,0.000022447463410551933,0.005876807060097783,3.8567590283530905e-8,-0.0005623500772733988,-0.0005624999992972553,-0.005105402155520296,-0.005105402155520296,-0.009874972022573219,-0.009874972022573536,-0.009874972022573219,-0.018724343087937745,136.1440576507213,balance,false
32.44,0.00008422704756772448,0.0064871193142404665,2.133913192244909e-8,-0.000613902732213719,-0.0006374999992035052,-0.005205514474575024,-0.005205514474575024,-0.01012305925273422,-0.010123059252734566,-0.01012305925273422,-0.018971604053067553,138.8137194955178,balance,false
32.45,0.00015235580891067007,0.007147263028957506,1.1770453271753171e-8,-0.0006664680688876969,-0.0006749999991566302,-0.005307943119415137,-0.005307943119415137,-0.010344081170150465,-0.010344081170150267,-0.010344081170150465,-0.019262643463103038,141.54515002800179,balance,false
32.46,0.0002273512417060918,0.007861129844549003,6.474539835235286e-9,-0.0007200694032127805,-0.0007499999990628801,-0.005412719821077162,-0.005412719821077162,-0.010598375862522807,-0.010598375862523081,-0.010598375862522807,-0.049461937470929654,144.33919540914832,balance,false
32.47,0.0003097724315085791,0.008633129341410115,3.5525560982710188e-9,-0.000774730564954059,-0.000787499999016005,-0.005519912168171359,-0.005519912168171359,-0.010826864428520341,-0.010826864428520322,-0.010826864428520341,-0.020053926384539303,147.19765800189998,balance,false
32.480000000000004,0.00040022166877869673,0.009467477473445713,1.9448674911708546e-9,-0.0008304756452010033,-0.0008624999989222549,-0.00562950159524165,-0.00562950159524165,-0.011059520620048145,-0.011059520620047836,-0.011059520620048145,-0.020464137513619834,150.12004272742737,balance,false
32.49,0.0004993498955491864,0.01036983667856508,1.0625354351717847e-9,-0.0008873293383192862,-0.0008999999988753798,-0.005741651151784724,-0.005741651151784724,-0.011326558380139892,-0.01132655838013974,-0.011326558380139892,-0.02094681108181541,153.11069757231436,balance,false
32.5,0.0006078605946251749,0.011345002174276161,5.793984406952586e-10,-0.0009453169818919951,-0.0009749999987816297,-0.005856317189429626,-0.005856317189429626,-0.011598167869005329,-0.011598167869004972,-0.011598167869005329,-0.05123721946766538,156.16845858000062,balance,false
32.51,0.0007265131132055359,0.01239908751565798,3.1539772574778034e-10,-0.0010044644529766907,-0.0010124999987347547,-0.005973606644275804,-0.005973606644275804,-0.011844788216201014,-0.01184478821620108,-0.011844788216201014,-0.021895394393867465,159.29617737980834,balance,false
32.52,0.0008513061680940496,0.01144584641144516,0.0009127790078417234,-0.0010639985702844352,-0.0010874999986410045,-0.005746448603303411,-0.005746448603303411,0.07728563987344134,0.0772856398734414,0.07728563987344134,10.30741217215976,153.2386296129726,balance,false
32.53,0.0009373669582703679,0.005403456864644895,0.0015734715425803271,-0.0011163534023538035,-0.0011249999985941295,-0.004662272134032775,-0.004662272134032775,0.1208759266938122,0.12087592669381228,0.1208759266938122,0.9913890020183252,124.32725706294974,balance,false
32.54,0.0009579585743058786,-0.001176251201038234,0.0017449184851457283,-0.001156976778503748,-0.0011624999985472544,-0.003479384650793869,-0.003479384650793869,0.11242487886795359,0.11242487886795353,0.11242487886795359,-1.7656347620451929,92.78359080381601,balance,false
32.55,0.0009174753643251086,-0.006712304169707402,0.0017436701687695612,-0.0011865334709097715,-0.0011999999985003794,-0.002466499463145058,-0.002466499463145058,0.09181386355843739,0.09181386355843749,0.09181386355843739,-2.1027049128561766,65.7733190994182,balance,false
32.56,0.0008277925432699855,-0.011041759321762452,0.0016955401587535092,-0.001206993961925401,-0.0012374999984535043,-0.001656841554353364,-0.001656841554353364,0.07270913480974386,0.07270913480974389,0.07270913480974386,-1.7017820376435955,44.182441504651095,balance,false
32.57,0.0007014909260770275,-0.013349799829386626,0.0009775500082085645,-0.0012205020087208188,-0.0012374999984535043,-0.0011905779346327028,-0.0011905779346327028,-0.008629972817130894,-0.008629972817130903,-0.008629972817130894,-14.86772732752169,31.748744963224674,balance,false
32.58,0.0005844233125667662,-0.009425334794001719,0.00011047122344599758,-0.0012347669253913625,-0.0012374999984535043,-0.0017706064178061628,-0.0017706064178061628,-0.08162995474516747,-0.08162995474516742,-0.08162995474516747,-2.9158261158090393,47.21617120051789,balance,false
32.59,0.0005180411945201338,-0.0038502801090115335,-0.00015152047810617337,-0.00125679459464226,-0.0012749999984066293,-0.002636769977489314,-0.002636769977489314,-0.08527149365906403,-0.0852714936590642,-0.08527149365906403,1.0087173033024865,70.31386615427405,balance,false
32.6,0.0005051464380634048,0.0011004238885159749,-0.00018854299715319079,-0.0012871504782834603,-0.0013124999983597542,-0.0034068337164150538,-0.0034068337164150538,-0.06918151469196318,-0.06918151469196328,-0.06918151469196318,1.8463483364904025,90.84889921796257,balance,false
32.61,0.0005363570157841637,0.004965842745453752,-0.00015568479039371316,-0.0013243255096087295,-0.0013499999983128791,-0.003998937174606032,-0.003998937174606032,-0.05142022801462998,-0.051420228014629685,-0.05142022801462998,1.6498945596828685,106.63832478945876,balance,false
32.62,0.0006012850333908184,0.00788592403826152,-0.00011122941745342167,-0.0013665937400001943,-0.001387499998266004,-0.004431782289725937,-0.004431782289725937,-0.03730202777624442,-0.03730202777624432,-0.03730202777624442,1.2156906778122838,118.1808612070844,balance,false
32.63,0.0006918285870029622,0.010134425485704233,-0.00007373821157991578,-0.0014125686709634477,-0.001424999998219129,-0.00474732339855389,-0.00474732339855389,-0.02744911460510159,-0.02744911460510202,-0.02744911460510159,0.8154124071446389,126.59529078634785,balance,false
