seq,t_us,dt_us,raw,ticks,theta,omega,status,agc,magnitude,i2c_errors,missed_slots,tx_drops,read_us,valid,continuous,cart_steps,x_command_m,v_command_m_s,a_command_m_s2,motion_id,moving,enabled,homed,host_monotonic_ns
0,2993254339,0,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581433449541
1,2993255339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581434187708
2,2993256339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581434828458
3,2993257339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581435645291
4,2993258339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581436612208
5,2993259339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581437599541
6,2993260339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581438635708
7,2993261339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581439495125
8,2993262339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581440720541
9,2993263339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581441668666
10,2993264339,1000,1547,1547,2.3730683,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581442559458
11,2993265339,1000,1546,1546,2.3715343,-0.06015,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581443406250
12,2993266339,1000,1547,1547,2.3730683,0.00236,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581444481666
13,2993267339,1000,1547,1547,2.3730683,0.00227,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581445440125
14,2993268339,1000,1547,1547,2.3730683,0.00218,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581446389000
15,2993269339,1000,1547,1547,2.3730683,0.00209,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581447500333
16,2993270339,1000,1547,1547,2.3730683,0.00201,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581448357875
17,2993271339,1000,1547,1547,2.3730683,0.00193,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581449443958
18,2993272339,1000,1547,1547,2.3730683,0.00186,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581450450500
19,2993273339,1000,1547,1547,2.3730683,0.00178,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581451445625
20,2993274339,1000,1547,1547,2.3730683,0.00171,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581452437333
21,2993275339,1000,1547,1547,2.3730683,0.00165,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581453404708
22,2993276339,1000,1547,1547,2.3730683,0.00158,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581454385833
23,2993277339,1000,1547,1547,2.3730683,0.00152,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581455249458
24,2993278339,1000,1547,1547,2.3730683,0.00146,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581456268791
25,2993279339,1000,1547,1547,2.3730683,0.00140,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581457252958
26,2993280339,1000,1547,1547,2.3730683,0.00135,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581458261083
27,2993281339,1000,1547,1547,2.3730683,0.00129,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581459379250
28,2993282339,1000,1547,1547,2.3730683,0.00124,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581460402333
29,2993283339,1000,1547,1547,2.3730683,0.00119,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581461552916
30,2993284339,1000,1547,1547,2.3730683,0.00115,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581462526916
31,2993285339,1000,1547,1547,2.3730683,0.00110,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581463525500
32,2993286339,1000,1547,1547,2.3730683,0.00106,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581464275125
33,2993287339,1000,1547,1547,2.3730683,0.00102,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581465256875
34,2993288339,1000,1547,1547,2.3730683,0.00098,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581466451000
35,2993289339,1000,1547,1547,2.3730683,0.00094,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581467527958
36,2993290339,1000,1547,1547,2.3730683,0.00090,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581468517291
37,2993291339,1000,1547,1547,2.3730683,0.00087,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581469415500
38,2993292339,1000,1547,1547,2.3730683,0.00083,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581470500875
39,2993293339,1000,1547,1547,2.3730683,0.00080,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581471519458
40,2993294339,1000,1547,1547,2.3730683,0.00077,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581472572375
41,2993295339,1000,1547,1547,2.3730683,0.00074,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581473500083
42,2993296339,1000,1547,1547,2.3730683,0.00071,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581474551875
43,2993297339,1000,1547,1547,2.3730683,0.00068,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581475366958
44,2993298339,1000,1547,1547,2.3730683,0.00066,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581476507250
45,2993299339,1000,1547,1547,2.3730683,0.00063,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581477278416
46,2993300339,1000,1547,1547,2.3730683,0.00061,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581478545958
47,2993301339,1000,1547,1547,2.3730683,0.00058,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581479510750
48,2993302339,1000,1547,1547,2.3730683,0.00056,39,128,2084,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581480590291
49,2993303339,1000,1547,1547,2.3730683,0.00054,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581481342750
50,2993304339,1000,1547,1547,2.3730683,0.00052,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581482525000
51,2993305339,1000,1547,1547,2.3730683,0.00050,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581483542500
52,2993306339,1000,1547,1547,2.3730683,0.00048,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581484504583
53,2993307339,1000,1547,1547,2.3730683,0.00046,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581485394166
54,2993308339,1000,1547,1547,2.3730683,0.00044,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581486501958
55,2993309339,1000,1547,1547,2.3730683,0.00042,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581487482625
56,2993310339,1000,1547,1547,2.3730683,0.00041,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581488479041
57,2993311339,1000,1547,1547,2.3730683,0.00039,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581489482541
58,2993312339,1000,1547,1547,2.3730683,0.00037,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581490485833
59,2993313339,1000,1546,1546,2.3715343,-0.05979,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581491501333
60,2993314339,1000,1547,1547,2.3730683,0.00270,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581492496250
61,2993315339,1000,1547,1547,2.3730683,0.00260,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581493555000
62,2993316339,1000,1547,1547,2.3730683,0.00250,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581494260708
63,2993317339,1000,1547,1547,2.3730683,0.00240,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581495531791
64,2993318339,1000,1547,1547,2.3730683,0.00230,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581496376666
65,2993319339,1000,1547,1547,2.3730683,0.00221,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581497549583
66,2993320339,1000,1547,1547,2.3730683,0.00213,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581498219000
67,2993321339,1000,1546,1546,2.3715343,-0.05810,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581499537791
68,2993322339,1000,1547,1547,2.3730683,0.00432,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581500510375
69,2993323339,1000,1547,1547,2.3730683,0.00415,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581501412083
70,2993324339,1000,1547,1547,2.3730683,0.00399,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581502506000
71,2993325339,1000,1547,1547,2.3730683,0.00383,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581503493958
72,2993326339,1000,1547,1547,2.3730683,0.00368,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581504505875
73,2993327339,1000,1547,1547,2.3730683,0.00354,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581505505125
74,2993328339,1000,1547,1547,2.3730683,0.00340,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581506497333
75,2993329339,1000,1547,1547,2.3730683,0.00327,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581507352083
76,2993330339,1000,1547,1547,2.3730683,0.00314,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581508501458
77,2993331339,1000,1547,1547,2.3730683,0.00302,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581509505833
78,2993332339,1000,1547,1547,2.3730683,0.00290,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581510437333
79,2993333339,1000,1547,1547,2.3730683,0.00278,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581511542416
80,2993334339,1000,1547,1547,2.3730683,0.00267,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581512360041
81,2993335339,1000,1547,1547,2.3730683,0.00257,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581513530833
82,2993336339,1000,1547,1547,2.3730683,0.00247,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581514536583
83,2993337339,1000,1547,1547,2.3730683,0.00237,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,757581515404541
