755677259242375 E 1083659509 END host_stop 0 0 0
755677259442250 E 1089086956 STREAM
755677260572833 D 0,1089087339,0,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677261606000 D 1,1089088339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677262371916 D 2,1089089339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677263420750 D 3,1089090339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677264303416 D 4,1089091339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677265245833 D 5,1089092339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677266246458 D 6,1089093339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677267195625 D 7,1089094339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677268097500 D 8,1089095339,1000,1559,1559,2.3914762,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677269190375 D 9,1089096339,1000,1558,1558,2.3899422,-0.06015,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677270265458 D 10,1089097339,1000,1559,1559,2.3914762,0.00236,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677271223791 D 11,1089098339,1000,1559,1559,2.3914762,0.00227,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677272217166 D 12,1089099339,1000,1559,1559,2.3914762,0.00218,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677273181333 D 13,1089100339,1000,1558,1558,2.3899422,-0.05806,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677274142416 D 14,1089101339,1000,1558,1558,2.3899422,-0.05578,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677275497833 D 15,1089102339,1000,1559,1559,2.3914762,0.00656,39,128,2041,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677276089791 D 16,1089103339,1000,1559,1559,2.3914762,0.00630,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677277110416 D 17,1089104339,1000,1559,1559,2.3914762,0.00605,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677278123750 D 18,1089105339,1000,1559,1559,2.3914762,0.00581,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677279121791 D 19,1089106339,1000,1559,1559,2.3914762,0.00559,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677280062083 D 20,1089107339,1000,1559,1559,2.3914762,0.00537,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677281076458 D 21,1089108339,1000,1559,1559,2.3914762,0.00516,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677282015750 D 22,1089109339,1000,1559,1559,2.3914762,0.00495,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677282994583 D 23,1089110339,1000,1559,1559,2.3914762,0.00476,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677284098916 D 24,1089111339,1000,1559,1559,2.3914762,0.00457,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677285031666 D 25,1089112339,1000,1559,1559,2.3914762,0.00439,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677286082458 D 26,1089113339,1000,1559,1559,2.3914762,0.00422,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677287031125 D 27,1089114339,1000,1559,1559,2.3914762,0.00406,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677288078875 D 28,1089115339,1000,1559,1559,2.3914762,0.00390,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677289127541 D 29,1089116339,1000,1559,1559,2.3914762,0.00374,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677290100333 D 30,1089117339,1000,1559,1559,2.3914762,0.00360,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677291129166 D 31,1089118339,1000,1559,1559,2.3914762,0.00346,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677292034666 D 32,1089119339,1000,1559,1559,2.3914762,0.00332,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677293067875 D 33,1089120339,1000,1559,1559,2.3914762,0.00319,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677293907250 D 34,1089121339,1000,1559,1559,2.3914762,0.00307,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677294904833 D 35,1089122339,1000,1559,1559,2.3914762,0.00295,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677295969458 D 36,1089123339,1000,1559,1559,2.3914762,0.00283,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677297053916 D 37,1089124339,1000,1559,1559,2.3914762,0.00272,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677298009750 D 38,1089125339,1000,1559,1559,2.3914762,0.00261,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677299059375 D 39,1089126339,1000,1559,1559,2.3914762,0.00251,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677300084541 D 40,1089127339,1000,1559,1559,2.3914762,0.00241,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677301010000 D 41,1089128339,1000,1559,1559,2.3914762,0.00232,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677302051625 D 42,1089129339,1000,1559,1559,2.3914762,0.00223,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677303076041 D 43,1089130339,1000,1559,1559,2.3914762,0.00214,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677304011041 D 44,1089131339,1000,1559,1559,2.3914762,0.00206,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677305013125 D 45,1089132339,1000,1559,1559,2.3914762,0.00197,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677306078833 D 46,1089133339,1000,1559,1559,2.3914762,0.00190,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677307084125 D 47,1089134339,1000,1559,1559,2.3914762,0.00182,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677308072333 D 48,1089135339,1000,1559,1559,2.3914762,0.00175,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677309080708 D 49,1089136339,1000,1559,1559,2.3914762,0.00168,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677310072500 D 50,1089137339,1000,1559,1559,2.3914762,0.00162,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677311078250 D 51,1089138339,1000,1559,1559,2.3914762,0.00155,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677312075833 D 52,1089139339,1000,1559,1559,2.3914762,0.00149,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677313097625 D 53,1089140339,1000,1559,1559,2.3914762,0.00143,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677314081416 D 54,1089141339,1000,1559,1559,2.3914762,0.00138,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677315092291 D 55,1089142339,1000,1559,1559,2.3914762,0.00132,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677316094583 D 56,1089143339,1000,1559,1559,2.3914762,0.00127,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677317170375 D 57,1089144339,1000,1559,1559,2.3914762,0.00122,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677318058458 D 58,1089145339,1000,1559,1559,2.3914762,0.00117,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677319056708 D 59,1089146339,1000,1559,1559,2.3914762,0.00113,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677320044708 D 60,1089147339,1000,1559,1559,2.3914762,0.00108,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677321133708 D 61,1089148339,1000,1559,1559,2.3914762,0.00104,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677322046958 D 62,1089149339,1000,1559,1559,2.3914762,0.00100,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
755677323048166 D 63,1089150339,1000,1559,1559,2.3914762,0.00096,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
