seq,t_us,dt_us,raw,ticks,theta,omega,status,agc,magnitude,i2c_errors,missed_slots,tx_drops,read_us,valid,continuous,cart_steps,x_command_m,v_command_m_s,a_command_m_s2,motion_id,moving,enabled,homed,host_monotonic_ns
0,3596891345,0,2481,2481,3.8058064,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185071349750
1,3596892339,994,2481,2481,3.8058064,0.00000,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185072258750
2,3596893339,1000,2481,2481,3.8058064,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185073200833
3,3596894339,1000,2480,2480,3.8042724,-0.06015,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185074119250
4,3596895339,1000,2480,2480,3.8042724,-0.05779,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185075141041
5,3596896339,1000,2481,2481,3.8058064,0.00462,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185076160833
6,3596897339,1000,2481,2481,3.8058064,0.00444,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185077151083
7,3596898339,1000,2481,2481,3.8058064,0.00427,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185078115625
8,3596899339,1000,2481,2481,3.8058064,0.00410,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185079416416
9,3596900339,1000,2481,2481,3.8058064,0.00394,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185080429458
10,3596901339,1000,2481,2481,3.8058064,0.00379,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185081557916
11,3596902339,1000,2481,2481,3.8058064,0.00364,39,110,2126,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185082965916
12,3596903339,1000,2480,2480,3.8042724,-0.05665,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185083887083
13,3596904339,1000,2480,2480,3.8042724,-0.05443,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185084763750
14,3596905339,1000,2480,2480,3.8042724,-0.05230,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185085589500
15,3596906339,1000,2480,2480,3.8042724,-0.05025,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185086351833
16,3596907339,1000,2481,2481,3.8058064,0.01187,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185087343750
17,3596908339,1000,2481,2481,3.8058064,0.01141,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185088263500
18,3596909339,1000,2481,2481,3.8058064,0.01096,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185089316083
19,3596910339,1000,2480,2480,3.8042724,-0.04962,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185090305625
20,3596911339,1000,2481,2481,3.8058064,0.01247,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185091285208
21,3596912339,1000,2481,2481,3.8058064,0.01199,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185092254541
22,3596913339,1000,2481,2481,3.8058064,0.01152,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185093246916
23,3596914339,1000,2480,2480,3.8042724,-0.04908,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185094252625
24,3596915339,1000,2481,2481,3.8058064,0.01299,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185095292958
25,3596916339,1000,2481,2481,3.8058064,0.01248,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185096315416
26,3596917339,1000,2481,2481,3.8058064,0.01199,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185097090208
27,3596918339,1000,2480,2480,3.8042724,-0.04863,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185098242291
28,3596919339,1000,2481,2481,3.8058064,0.01343,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185099143875
29,3596920339,1000,2481,2481,3.8058064,0.01290,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185100236916
30,3596921339,1000,2481,2481,3.8058064,0.01239,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185101219541
31,3596922339,1000,2480,2480,3.8042724,-0.04824,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185102164416
32,3596923339,1000,2480,2480,3.8042724,-0.04635,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185103045625
33,3596924339,1000,2480,2480,3.8042724,-0.04453,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185104126750
34,3596925339,1000,2480,2480,3.8042724,-0.04278,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185105070208
35,3596926339,1000,2481,2481,3.8058064,0.01904,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185106012250
36,3596927339,1000,2481,2481,3.8058064,0.01829,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185107023666
37,3596928339,1000,2481,2481,3.8058064,0.01758,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185108000458
38,3596929339,1000,2481,2481,3.8058064,0.01689,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185109067333
39,3596930339,1000,2481,2481,3.8058064,0.01623,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185110063791
40,3596931339,1000,2481,2481,3.8058064,0.01559,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185111066375
41,3596932339,1000,2481,2481,3.8058064,0.01498,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185112061333
42,3596933339,1000,2480,2480,3.8042724,-0.04576,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185113069333
43,3596934339,1000,2481,2481,3.8058064,0.01619,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185114111458
44,3596935339,1000,2481,2481,3.8058064,0.01555,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185115072500
45,3596936339,1000,2481,2481,3.8058064,0.01494,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185116160291
46,3596937339,1000,2481,2481,3.8058064,0.01435,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185117075291
47,3596938339,1000,2480,2480,3.8042724,-0.04636,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185117986375
48,3596939339,1000,2481,2481,3.8058064,0.01561,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185118998583
49,3596940339,1000,2481,2481,3.8058064,0.01500,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185119845708
50,3596941339,1000,2481,2481,3.8058064,0.01441,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185120856750
51,3596942339,1000,2481,2481,3.8058064,0.01384,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185122071416
52,3596943339,1000,2481,2481,3.8058064,0.01330,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185123135916
53,3596944339,1000,2481,2481,3.8058064,0.01278,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185123953291
54,3596945339,1000,2480,2480,3.8042724,-0.04787,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185125025958
55,3596946339,1000,2480,2480,3.8042724,-0.04599,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185126082083
56,3596947339,1000,2481,2481,3.8058064,0.01596,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185127032916
57,3596948339,1000,2481,2481,3.8058064,0.01533,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185128078666
58,3596949339,1000,2481,2481,3.8058064,0.01473,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185128943541
59,3596950339,1000,2481,2481,3.8058064,0.01415,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185130066958
60,3596951339,1000,2481,2481,3.8058064,0.01360,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185131088166
61,3596952339,1000,2481,2481,3.8058064,0.01307,39,110,2126,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185132440125
62,3596953339,1000,2481,2481,3.8058064,0.01255,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185133013250
63,3596954339,1000,2481,2481,3.8058064,0.01206,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185134022875
64,3596955339,1000,2481,2481,3.8058064,0.01159,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185134952500
65,3596956339,1000,2480,2480,3.8042724,-0.04901,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185136052666
66,3596957339,1000,2481,2481,3.8058064,0.01306,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185137068125
67,3596958339,1000,2480,2480,3.8042724,-0.04760,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185138076458
68,3596959339,1000,2481,2481,3.8058064,0.01441,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185139079708
69,3596960339,1000,2480,2480,3.8042724,-0.04630,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185139996541
70,3596961339,1000,2481,2481,3.8058064,0.01566,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185141052166
71,3596962339,1000,2481,2481,3.8058064,0.01505,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185142063291
72,3596963339,1000,2481,2481,3.8058064,0.01446,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185143050916
73,3596964339,1000,2481,2481,3.8058064,0.01389,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185144091500
74,3596965339,1000,2481,2481,3.8058064,0.01335,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185144992791
75,3596966339,1000,2481,2481,3.8058064,0.01282,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185146013666
76,3596967339,1000,2481,2481,3.8058064,0.01232,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185147050208
77,3596968339,1000,2481,2481,3.8058064,0.01184,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185148017000
78,3596969339,1000,2481,2481,3.8058064,0.01137,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185149101958
79,3596970339,1000,2481,2481,3.8058064,0.01093,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185150059125
80,3596971339,1000,2481,2481,3.8058064,0.01050,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185150971625
81,3596972339,1000,2481,2481,3.8058064,0.01009,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185152107041
82,3596973339,1000,2481,2481,3.8058064,0.00969,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185153054875
83,3596974339,1000,2481,2481,3.8058064,0.00931,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185154141666
84,3596975339,1000,2480,2480,3.8042724,-0.05120,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185155081833
85,3596976339,1000,2481,2481,3.8058064,0.01095,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185155978041
86,3596977339,1000,2481,2481,3.8058064,0.01052,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185157058458
87,3596978339,1000,2481,2481,3.8058064,0.01011,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185158063875
88,3596979339,1000,2481,2481,3.8058064,0.00971,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185159095583
89,3596980339,1000,2480,2480,3.8042724,-0.05081,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185160038166
90,3596981339,1000,2481,2481,3.8058064,0.01133,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185161001250
91,3596982339,1000,2481,2481,3.8058064,0.01088,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185162159250
92,3596983339,1000,2481,2481,3.8058064,0.01046,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185163144291
93,3596984339,1000,2480,2480,3.8042724,-0.05010,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185164136458
94,3596985339,1000,2480,2480,3.8042724,-0.04814,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185165135875
95,3596986339,1000,2481,2481,3.8058064,0.01390,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185166125791
96,3596987339,1000,2480,2480,3.8042724,-0.04680,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185166883958
97,3596988339,1000,2481,2481,3.8058064,0.01519,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185168171833
98,3596989339,1000,2480,2480,3.8042724,-0.04556,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185169143791
99,3596990339,1000,2481,2481,3.8058064,0.01638,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185170130666
100,3596991339,1000,2481,2481,3.8058064,0.01574,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185171135708
101,3596992339,1000,2480,2480,3.8042724,-0.04503,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185172013458
102,3596993339,1000,2481,2481,3.8058064,0.01688,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185173139291
103,3596994339,1000,2481,2481,3.8058064,0.01622,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185174149333
104,3596995339,1000,2481,2481,3.8058064,0.01559,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185175139625
105,3596996339,1000,2480,2480,3.8042724,-0.04517,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185176149625
106,3596997339,1000,2481,2481,3.8058064,0.01675,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185177041458
107,3596998339,1000,2481,2481,3.8058064,0.01609,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185178185125
108,3596999339,1000,2481,2481,3.8058064,0.01546,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185179148125
109,3597000339,1000,2481,2481,3.8058064,0.01485,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185180153125
110,3597001339,1000,2481,2481,3.8058064,0.01427,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185181141958
111,3597002339,1000,2481,2481,3.8058064,0.01371,39,110,2125,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185182420541
112,3597003339,1000,2481,2481,3.8058064,0.01317,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185183047958
113,3597004339,1000,2480,2480,3.8042724,-0.04749,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185184201583
114,3597005339,1000,2481,2481,3.8058064,0.01452,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185185139541
115,3597006339,1000,2481,2481,3.8058064,0.01395,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185186143500
116,3597007339,1000,2481,2481,3.8058064,0.01340,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185187143458
117,3597008339,1000,2481,2481,3.8058064,0.01288,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185187981416
118,3597009339,1000,2481,2481,3.8058064,0.01237,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185189174875
119,3597010339,1000,2480,2480,3.8042724,-0.04826,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185190153333
120,3597011339,1000,2481,2481,3.8058064,0.01378,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185191142666
121,3597012339,1000,2481,2481,3.8058064,0.01324,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185192149375
122,3597013339,1000,2481,2481,3.8058064,0.01272,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185193035875
123,3597014339,1000,2480,2480,3.8042724,-0.04793,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185194178916
124,3597015339,1000,2480,2480,3.8042724,-0.04605,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185195151750
125,3597016339,1000,2481,2481,3.8058064,0.01591,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185196144625
126,3597017339,1000,2480,2480,3.8042724,-0.04487,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185197117875
127,3597018339,1000,2480,2480,3.8042724,-0.04311,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185198138333
128,3597019339,1000,2481,2481,3.8058064,0.01873,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185199038416
129,3597020339,1000,2481,2481,3.8058064,0.01800,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185200193875
130,3597021339,1000,2480,2480,3.8042724,-0.04286,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185201110166
131,3597022339,1000,2480,2480,3.8042724,-0.04118,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185202163333
132,3597023339,1000,2481,2481,3.8058064,0.02059,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,758185203146083
