758050675986833 I steps_per_m=26666.66601562 cart_step=2 cart_dir=3 enable=8 limits_connected=0 filter_write_ok=1
758050676780750 I home=0 enabled=0 travel_mm=300.000 vmax_mm_s=30.000 amax_mm_s2=300.000 jerk_mm_s3=3000.000
758050676937541 E 3460268256 INFO
758050677128583 E 3462496408 STREAM
758050677795791 D 0,3462497339,0,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050678510166 D 1,3462498339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050679184041 D 2,3462499339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050679905041 D 3,3462500339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050680989500 D 4,3462501339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050682511125 D 5,3462502339,1000,1556,1556,2.3868742,0.00000,39,128,2019,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050683601500 D 6,3462503339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050684233875 D 7,3462504339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050684801166 D 8,3462505339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050685850708 D 9,3462506339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050686856000 D 10,3462507339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050687876916 D 11,3462508339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050688838041 D 12,3462509339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050689893291 D 13,3462510339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050690855541 D 14,3462511339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050691864333 D 15,3462512339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050692702708 D 16,3462513339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050693730625 D 17,3462514339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050694698166 D 18,3462515339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050695675583 D 19,3462516339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050696701666 D 20,3462517339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050697741000 D 21,3462518339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050698785500 D 22,3462519339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050699751458 D 23,3462520339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050700864208 D 24,3462521339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050701834333 D 25,3462522339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050702793583 D 26,3462523339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050703908041 D 27,3462524339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050704721333 D 28,3462525339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050705691916 D 29,3462526339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050706682916 D 30,3462527339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050707666166 D 31,3462528339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050708754791 D 32,3462529339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050709728041 D 33,3462530339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050710731708 D 34,3462531339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050711719291 D 35,3462532339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050712736583 D 36,3462533339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050713762333 D 37,3462534339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050714803541 D 38,3462535339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050715795416 D 39,3462536339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050716795708 D 40,3462537339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050717803375 D 41,3462538339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050718769208 D 42,3462539339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050719735791 D 43,3462540339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050720739541 D 44,3462541339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050721763875 D 45,3462542339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050722797166 D 46,3462543339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050723791083 D 47,3462544339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050724821000 D 48,3462545339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050725836875 D 49,3462546339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050726819375 D 50,3462547339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050727738541 D 51,3462548339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050728808375 D 52,3462549339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050729773958 D 53,3462550339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050730760708 D 54,3462551339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050732257916 D 55,3462552339,1000,1556,1556,2.3868742,0.00000,39,128,2018,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050732808541 D 56,3462553339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050733751916 D 57,3462554339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050734756458 D 58,3462555339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050735756500 D 59,3462556339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
758050736708541 D 60,3462557339,1000,1556,1556,2.3868742,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0
