seq,t_us,dt_us,raw,ticks,theta,omega,status,agc,magnitude,i2c_errors,missed_slots,tx_drops,read_us,valid,continuous,cart_steps,x_command_m,v_command_m_s,a_command_m_s2,motion_id,moving,enabled,homed,host_monotonic_ns
0,896518339,0,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484690996333
1,896519339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484692003375
2,896520339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484692967750
3,896521339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484693916416
4,896522339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484694834791
5,896523339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484695722041
6,896524339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484696664708
7,896525339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484697610708
8,896526339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484698630125
9,896527339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484699675083
10,896528339,1000,1549,1549,2.3761363,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484700817791
11,896529339,1000,1550,1550,2.3776703,0.06015,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484701623250
12,896530339,1000,1549,1549,2.3761363,-0.00236,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484702651708
13,896531339,1000,1549,1549,2.3761363,-0.00227,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484703609000
14,896532339,1000,1549,1549,2.3761363,-0.00218,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484704612916
15,896533339,1000,1549,1549,2.3761363,-0.00209,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484705600833
16,896534339,1000,1549,1549,2.3761363,-0.00201,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484706564250
17,896535339,1000,1549,1549,2.3761363,-0.00193,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484707538875
18,896536339,1000,1549,1549,2.3761363,-0.00186,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484708537791
19,896537339,1000,1549,1549,2.3761363,-0.00178,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484709577750
20,896538339,1000,1549,1549,2.3761363,-0.00171,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484710529291
21,896539339,1000,1549,1549,2.3761363,-0.00165,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484711524375
22,896540339,1000,1549,1549,2.3761363,-0.00158,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484712518833
23,896541339,1000,1549,1549,2.3761363,-0.00152,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484713521666
24,896542339,1000,1549,1549,2.3761363,-0.00146,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484714517541
25,896543339,1000,1549,1549,2.3761363,-0.00140,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484715513791
26,896544339,1000,1549,1549,2.3761363,-0.00135,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484716506166
27,896545339,1000,1549,1549,2.3761363,-0.00129,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484717502208
28,896546339,1000,1549,1549,2.3761363,-0.00124,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484718503333
29,896547339,1000,1549,1549,2.3761363,-0.00119,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484719507708
30,896548339,1000,1549,1549,2.3761363,-0.00115,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484720499166
31,896549339,1000,1549,1549,2.3761363,-0.00110,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484721555375
32,896550339,1000,1549,1549,2.3761363,-0.00106,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484722495750
33,896551339,1000,1549,1549,2.3761363,-0.00102,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484723489958
34,896552339,1000,1549,1549,2.3761363,-0.00098,39,124,2086,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484724937750
35,896553339,1000,1549,1549,2.3761363,-0.00094,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484725478750
36,896554339,1000,1549,1549,2.3761363,-0.00090,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484726505375
37,896555339,1000,1549,1549,2.3761363,-0.00087,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484727565916
38,896556339,1000,1549,1549,2.3761363,-0.00083,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484728432041
39,896557339,1000,1549,1549,2.3761363,-0.00080,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484729320458
40,896558339,1000,1549,1549,2.3761363,-0.00077,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484730345916
41,896559339,1000,1549,1549,2.3761363,-0.00074,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484731549250
42,896560339,1000,1549,1549,2.3761363,-0.00071,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484732500458
43,896561339,1000,1549,1549,2.3761363,-0.00068,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484733487708
44,896562339,1000,1549,1549,2.3761363,-0.00066,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484734487166
45,896563339,1000,1549,1549,2.3761363,-0.00063,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484735474291
46,896564339,1000,1549,1549,2.3761363,-0.00061,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484736480875
47,896565339,1000,1549,1549,2.3761363,-0.00058,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484737510625
48,896566339,1000,1549,1549,2.3761363,-0.00056,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484738598333
49,896567339,1000,1549,1549,2.3761363,-0.00054,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484739592750
50,896568339,1000,1549,1549,2.3761363,-0.00052,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484740599625
51,896569339,1000,1549,1549,2.3761363,-0.00050,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484741596125
52,896570339,1000,1549,1549,2.3761363,-0.00048,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484742603333
53,896571339,1000,1549,1549,2.3761363,-0.00046,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484743587875
54,896572339,1000,1549,1549,2.3761363,-0.00044,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484744510041
55,896573339,1000,1549,1549,2.3761363,-0.00042,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484745551208
56,896574339,1000,1549,1549,2.3761363,-0.00041,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484746510250
57,896575339,1000,1549,1549,2.3761363,-0.00039,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484747509541
58,896576339,1000,1549,1549,2.3761363,-0.00037,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484748506958
59,896577339,1000,1549,1549,2.3761363,-0.00036,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484749512875
60,896578339,1000,1549,1549,2.3761363,-0.00035,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484750502375
61,896579339,1000,1549,1549,2.3761363,-0.00033,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484751540708
62,896580339,1000,1549,1549,2.3761363,-0.00032,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484752438000
63,896581339,1000,1549,1549,2.3761363,-0.00031,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484753444125
64,896582339,1000,1549,1549,2.3761363,-0.00029,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484754438583
65,896583339,1000,1549,1549,2.3761363,-0.00028,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484755438125
66,896584339,1000,1549,1549,2.3761363,-0.00027,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484756435666
67,896585339,1000,1549,1549,2.3761363,-0.00026,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484757437291
68,896586339,1000,1549,1549,2.3761363,-0.00025,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484758443500
69,896587339,1000,1549,1549,2.3761363,-0.00024,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484759439666
70,896588339,1000,1549,1549,2.3761363,-0.00023,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484760385041
71,896589339,1000,1549,1549,2.3761363,-0.00022,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484761386041
72,896590339,1000,1549,1549,2.3761363,-0.00021,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484762623791
73,896591339,1000,1549,1549,2.3761363,-0.00021,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484763610166
74,896592339,1000,1549,1549,2.3761363,-0.00020,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484764600583
75,896593339,1000,1549,1549,2.3761363,-0.00019,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484765609291
76,896594339,1000,1549,1549,2.3761363,-0.00018,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484766608666
77,896595339,1000,1549,1549,2.3761363,-0.00018,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484767608458
78,896596339,1000,1549,1549,2.3761363,-0.00017,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755484768592166
