seq,t_us,dt_us,raw,ticks,theta,omega,status,agc,magnitude,i2c_errors,missed_slots,tx_drops,read_us,valid,continuous,cart_steps,x_command_m,v_command_m_s,a_command_m_s2,motion_id,moving,enabled,homed,host_monotonic_ns
0,933889339,0,858,858,1.3161556,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522061862458
1,933890339,1000,858,858,1.3161556,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522062770791
2,933891339,1000,858,858,1.3161556,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522063738250
3,933892339,1000,858,858,1.3161556,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522064718541
4,933893339,1000,858,858,1.3161556,0.00000,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522065688250
5,933894339,1000,857,857,1.3146216,-0.06015,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522066787333
6,933895339,1000,857,857,1.3146216,-0.05779,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522067709500
7,933896339,1000,857,857,1.3146216,-0.05552,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522068724750
8,933897339,1000,857,857,1.3146216,-0.05335,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522069705125
9,933898339,1000,857,857,1.3146216,-0.05125,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522070792250
10,933899339,1000,857,857,1.3146216,-0.04925,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522071775125
11,933900339,1000,857,857,1.3146216,-0.04731,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522072688750
12,933901339,1000,857,857,1.3146216,-0.04546,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522073683291
13,933902339,1000,857,857,1.3146216,-0.04368,39,82,2064,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522075031375
14,933903339,1000,857,857,1.3146216,-0.04196,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522075626750
15,933904339,1000,857,857,1.3146216,-0.04032,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522076638208
16,933905339,1000,857,857,1.3146216,-0.03874,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522077643041
17,933906339,1000,857,857,1.3146216,-0.03722,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522078558500
18,933907339,1000,857,857,1.3146216,-0.03576,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522079573125
19,933908339,1000,857,857,1.3146216,-0.03436,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522080650875
20,933909339,1000,857,857,1.3146216,-0.03301,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522081567291
21,933910339,1000,857,857,1.3146216,-0.03172,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522082616208
22,933911339,1000,857,857,1.3146216,-0.03047,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522083639833
23,933912339,1000,857,857,1.3146216,-0.02928,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522084583916
24,933913339,1000,857,857,1.3146216,-0.02813,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522085625541
25,933914339,1000,857,857,1.3146216,-0.02703,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522086642916
26,933915339,1000,857,857,1.3146216,-0.02597,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522087565000
27,933916339,1000,857,857,1.3146216,-0.02495,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522088629750
28,933917339,1000,857,857,1.3146216,-0.02397,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522089660541
29,933918339,1000,856,856,1.3130876,-0.08318,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522090584208
30,933919339,1000,857,857,1.3146216,-0.01977,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522091646666
31,933920339,1000,857,857,1.3146216,-0.01899,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522092661000
32,933921339,1000,857,857,1.3146216,-0.01825,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522093560000
33,933922339,1000,857,857,1.3146216,-0.01753,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522094590416
34,933923339,1000,857,857,1.3146216,-0.01685,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522095607916
35,933924339,1000,857,857,1.3146216,-0.01619,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522096431208
36,933925339,1000,857,857,1.3146216,-0.01555,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522097428666
37,933926339,1000,857,857,1.3146216,-0.01494,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522098434666
38,933927339,1000,857,857,1.3146216,-0.01436,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522099428625
39,933928339,1000,857,857,1.3146216,-0.01379,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522100424500
40,933929339,1000,857,857,1.3146216,-0.01325,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522101440375
41,933930339,1000,857,857,1.3146216,-0.01273,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522102429333
42,933931339,1000,857,857,1.3146216,-0.01223,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522103438916
43,933932339,1000,857,857,1.3146216,-0.01175,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522104427416
44,933933339,1000,857,857,1.3146216,-0.01129,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522105431166
45,933934339,1000,857,857,1.3146216,-0.01085,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522106440875
46,933935339,1000,857,857,1.3146216,-0.01042,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522107437833
47,933936339,1000,857,857,1.3146216,-0.01002,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522108618291
48,933937339,1000,857,857,1.3146216,-0.00962,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522109641958
49,933938339,1000,857,857,1.3146216,-0.00925,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522110618666
50,933939339,1000,857,857,1.3146216,-0.00888,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522111700833
51,933940339,1000,857,857,1.3146216,-0.00853,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522112569625
52,933941339,1000,857,857,1.3146216,-0.00820,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522113631291
53,933942339,1000,857,857,1.3146216,-0.00788,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522114614625
54,933943339,1000,857,857,1.3146216,-0.00757,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522115696208
55,933944339,1000,857,857,1.3146216,-0.00727,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522116621791
56,933945339,1000,857,857,1.3146216,-0.00699,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522117617500
57,933946339,1000,856,856,1.3130876,-0.06686,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522118675958
58,933947339,1000,857,857,1.3146216,-0.00409,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522119614125
59,933948339,1000,857,857,1.3146216,-0.00393,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522120677333
60,933949339,1000,856,856,1.3130876,-0.06393,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522121613666
61,933950339,1000,856,856,1.3130876,-0.06142,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522122677791
62,933951339,1000,857,857,1.3146216,0.00114,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522123614833
63,933952339,1000,857,857,1.3146216,0.00109,39,82,2063,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522124997375
64,933953339,1000,857,857,1.3146216,0.00105,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522125743125
65,933954339,1000,857,857,1.3146216,0.00101,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522126617625
66,933955339,1000,857,857,1.3146216,0.00097,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522127603125
67,933956339,1000,857,857,1.3146216,0.00093,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522128655708
68,933957339,1000,856,856,1.3130876,-0.05925,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522129647208
69,933958339,1000,856,856,1.3130876,-0.05693,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522130622166
70,933959339,1000,856,856,1.3130876,-0.05470,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522131619541
71,933960339,1000,856,856,1.3130876,-0.05255,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,0,0,0,0,755522132616666
