seq,t_us,dt_us,raw,ticks,theta,omega,status,agc,magnitude,i2c_errors,missed_slots,tx_drops,read_us,valid,continuous,cart_steps,x_command_m,v_command_m_s,a_command_m_s2,motion_id,moving,enabled,homed,host_monotonic_ns
0,4179892339,0,1535,1535,2.3546605,0.00000,-1,-1,-1,0,0,0,136,1,1,131,0.0049125,0.0000000,0.0000000,1,0,0,0,758768075124666
1,4179893339,1000,1535,1535,2.3546605,0.00000,-1,-1,-1,0,0,0,136,1,1,131,0.0049125,0.0000000,0.0000000,1,0,0,0,758768075998083
2,4179894339,1000,1535,1535,2.3546605,0.00000,-1,-1,-1,0,0,0,136,1,1,131,0.0049125,0.0000000,0.0000000,1,0,0,0,758768076987833
3,4179895339,1000,1534,1534,2.3531265,-0.06015,-1,-1,-1,0,0,0,136,1,1,131,0.0049125,0.0000000,0.0000000,1,0,0,0,758768077587166
4,4179896339,1000,1535,1535,2.3546605,0.00236,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,1,0,1,1,758768078599250
5,4179897339,1000,1534,1534,2.3531265,-0.05788,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,1,0,1,1,758768079333666
6,4179898339,1000,1537,1537,2.3577285,0.12483,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,1,0,1,1,758768079762875
7,4179899339,1000,1553,1553,2.3822722,1.08231,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,1,0,1,1,758768080632750
8,4179900339,1000,1551,1551,2.3792043,0.91957,-1,-1,-1,0,0,0,136,1,1,0,0.0000000,0.0000000,0.0000000,1,0,1,1,758768081607708
9,4179901339,1000,1532,1532,2.3500586,-0.25930,-1,-1,-1,0,0,0,135,1,1,0,0.0000000,0.0000000,0.0000000,1,0,1,1,758768082638500
