seq,t_us,dt_us,raw,ticks,theta,omega,agc,status,i2c_errors
0.0,460023003.0,2000.0,1395.0,0.0,0.0,-0.55223,93.0,103.0,0.0
1.0,460025005.0,2002.0,1395.0,0.0,0.0,-0.48597,-1.0,-1.0,0.0
2.0,460027009.0,2004.0,1396.0,1.0,0.001534,-0.33579,-1.0,-1.0,0.0
3.0,460029012.0,2003.0,1396.0,1.0,0.001534,-0.2955,-1.0,-1.0,0.0
4.0,460031016.0,2004.0,1395.0,0.0,0.0,-0.35189,-1.0,-1.0,0.0
5.0,460033020.0,2004.0,1395.0,0.0,0.0,-0.30967,-1.0,-1.0,0.0
6.0,460035020.0,2000.0,1395.0,0.0,0.0,-0.27251,-1.0,-1.0,0.0
7.0,460037020.0,2000.0,1395.0,0.0,0.0,-0.23981,-1.0,-1.0,0.0
8.0,460039020.0,2000.0,1395.0,0.0,0.0,-0.21103,-1.0,-1.0,0.0
9.0,460041020.0,2000.0,1395.0,0.0,0.0,-0.18571,-1.0,-1.0,0.0
10.0,460043020.0,2000.0,1395.0,0.0,0.0,-0.16342,-1.0,-1.0,0.0
11.0,460045020.0,2000.0,1395.0,0.0,0.0,-0.14381,-1.0,-1.0,0.0
12.0,460047020.0,2000.0,1395.0,0.0,0.0,-0.12655,-1.0,-1.0,0.0
13.0,460049020.0,2000.0,1395.0,0.0,0.0,-0.11137,-1.0,-1.0,0.0
14.0,460051020.0,2000.0,1395.0,0.0,0.0,-0.098,-1.0,-1.0,0.0
15.0,460053020.0,2000.0,1396.0,1.0,0.001534,0.0058,-1.0,-1.0,0.0
16.0,460055020.0,2000.0,1396.0,1.0,0.001534,0.0051,-1.0,-1.0,0.0
17.0,460057020.0,2000.0,1395.0,0.0,0.0,-0.08755,-1.0,-1.0,0.0
18.0,460059020.0,2000.0,1395.0,0.0,0.0,-0.07704,-1.0,-1.0,0.0
19.0,460061020.0,2000.0,1395.0,0.0,0.0,-0.0678,-1.0,-1.0,0.0
20.0,460063020.0,2000.0,1395.0,0.0,0.0,-0.05966,-1.0,-1.0,0.0
21.0,460065020.0,2000.0,1395.0,0.0,0.0,-0.0525,-1.0,-1.0,0.0
22.0,460067020.0,2000.0,1395.0,0.0,0.0,-0.0462,-1.0,-1.0,0.0
23.0,460069020.0,2000.0,1395.0,0.0,0.0,-0.04066,-1.0,-1.0,0.0
24.0,460071020.0,2000.0,1395.0,0.0,0.0,-0.03578,-1.0,-1.0,0.0
25.0,460073020.0,2000.0,1395.0,0.0,0.0,-0.03149,93.0,103.0,0.0
26.0,460075020.0,2000.0,1395.0,0.0,0.0,-0.02771,-1.0,-1.0,0.0
27.0,460077020.0,2000.0,1395.0,0.0,0.0,-0.02438,-1.0,-1.0,0.0
28.0,460079020.0,2000.0,1395.0,0.0,0.0,-0.02146,-1.0,-1.0,0.0
29.0,460081020.0,2000.0,1395.0,0.0,0.0,-0.01888,-1.0,-1.0,0.0
30.0,460083020.0,2000.0,1395.0,0.0,0.0,-0.01662,-1.0,-1.0,0.0
31.0,460085020.0,2000.0,1395.0,0.0,0.0,-0.01462,-1.0,-1.0,0.0
32.0,460087020.0,2000.0,1395.0,0.0,0.0,-0.01287,-1.0,-1.0,0.0
33.0,460089020.0,2000.0,1395.0,0.0,0.0,-0.01132,-1.0,-1.0,0.0
34.0,460091020.0,2000.0,1395.0,0.0,0.0,-0.00996,-1.0,-1.0,0.0
35.0,460093020.0,2000.0,1395.0,0.0,0.0,-0.00877,-1.0,-1.0,0.0
36.0,460095020.0,2000.0,1395.0,0.0,0.0,-0.00772,-1.0,-1.0,0.0
37.0,460097024.0,2004.0,1395.0,0.0,0.0,-0.00679,-1.0,-1.0,0.0
38.0,460099031.0,2007.0,1395.0,0.0,0.0,-0.00598,-1.0,-1.0,0.0
39.0,460101035.0,2004.0,1395.0,0.0,0.0,-0.00526,-1.0,-1.0,0.0
40.0,460103035.0,2000.0,1395.0,0.0,0.0,-0.00463,-1.0,-1.0,0.0
41.0,460105039.0,2004.0,1395.0,0.0,0.0,-0.00407,-1.0,-1.0,0.0
42.0,460107042.0,2003.0,1395.0,0.0,0.0,-0.00358,-1.0,-1.0,0.0
43.0,460109046.0,2004.0,1396.0,1.0,0.001534,0.0887,-1.0,-1.0,0.0
44.0,460111049.0,2003.0,1395.0,0.0,0.0,-0.01384,-1.0,-1.0,0.0
45.0,460113053.0,2004.0,1395.0,0.0,0.0,-0.01218,-1.0,-1.0,0.0
