seq,t_us,dt_us,raw,ticks,theta,omega,agc,status,i2c_errors
0.0,407902118.0,2000.0,1389.0,0.0,0.0,111.09088,95.0,103.0,0.0
1.0,407904118.0,2000.0,1389.0,0.0,0.0,97.75998,-1.0,-1.0,0.0
2.0,407906122.0,2004.0,1389.0,0.0,0.0,86.02879,-1.0,-1.0,0.0
3.0,407908126.0,2004.0,1389.0,0.0,0.0,75.70533,-1.0,-1.0,0.0
4.0,407910126.0,2000.0,1389.0,0.0,0.0,66.62069,-1.0,-1.0,0.0
5.0,407912130.0,2004.0,1390.0,1.0,0.001534,58.71806,-1.0,-1.0,0.0
6.0,407914130.0,2000.0,1390.0,1.0,0.001534,51.67189,-1.0,-1.0,0.0
7.0,407916134.0,2004.0,1390.0,1.0,0.001534,45.47127,-1.0,-1.0,0.0
8.0,407918134.0,2000.0,1389.0,0.0,0.0,39.92268,-1.0,-1.0,0.0
9.0,407920137.0,2003.0,1389.0,0.0,0.0,35.13195,-1.0,-1.0,0.0
10.0,407922137.0,2000.0,1389.0,0.0,0.0,30.91612,-1.0,-1.0,0.0
11.0,407924137.0,2000.0,1390.0,1.0,0.001534,27.29823,-1.0,-1.0,0.0
12.0,407926137.0,2000.0,1390.0,1.0,0.001534,24.02244,-1.0,-1.0,0.0
13.0,407928137.0,2000.0,1390.0,1.0,0.001534,21.13975,-1.0,-1.0,0.0
14.0,407930141.0,2004.0,1390.0,1.0,0.001534,18.60298,-1.0,-1.0,0.0
15.0,407932145.0,2004.0,1390.0,1.0,0.001534,16.37062,-1.0,-1.0,0.0
16.0,407934148.0,2003.0,1390.0,1.0,0.001534,14.40614,-1.0,-1.0,0.0
17.0,407936152.0,2004.0,1389.0,0.0,0.0,12.58555,-1.0,-1.0,0.0
18.0,407938152.0,2000.0,1390.0,1.0,0.001534,11.16732,-1.0,-1.0,0.0
19.0,407940152.0,2000.0,1390.0,1.0,0.001534,9.82724,-1.0,-1.0,0.0
