seq,t_us,dt_us,raw,ticks,theta,omega,agc,status,i2c_errors
0.0,83271231.0,2000.0,799.0,0.0,0.0,-1.1965,88.0,103.0,0.0
1.0,83273238.0,2007.0,799.0,0.0,0.0,-1.05292,-1.0,-1.0,0.0
2.0,83275239.0,2001.0,799.0,0.0,0.0,-0.92657,-1.0,-1.0,0.0
3.0,83277239.0,2000.0,799.0,0.0,0.0,-0.81538,-1.0,-1.0,0.0
4.0,83279246.0,2007.0,799.0,0.0,0.0,-0.71754,-1.0,-1.0,0.0
5.0,83281246.0,2000.0,799.0,0.0,0.0,-0.63143,-1.0,-1.0,0.0
6.0,83283249.0,2003.0,799.0,0.0,0.0,-0.55566,-1.0,-1.0,0.0
7.0,83285249.0,2000.0,799.0,0.0,0.0,-0.48898,-1.0,-1.0,0.0
8.0,83287249.0,2000.0,799.0,0.0,0.0,-0.4303,-1.0,-1.0,0.0
9.0,83289253.0,2004.0,799.0,0.0,0.0,-0.37867,-1.0,-1.0,0.0
10.0,83291253.0,2000.0,799.0,0.0,0.0,-0.33323,-1.0,-1.0,0.0
11.0,83293253.0,2000.0,799.0,0.0,0.0,-0.29324,-1.0,-1.0,0.0
12.0,83295253.0,2000.0,799.0,0.0,0.0,-0.25805,-1.0,-1.0,0.0
13.0,83297254.0,2001.0,799.0,0.0,0.0,-0.22709,-1.0,-1.0,0.0
14.0,83299257.0,2003.0,799.0,0.0,0.0,-0.19984,-1.0,-1.0,0.0
15.0,83301257.0,2000.0,799.0,0.0,0.0,-0.17585,-1.0,-1.0,0.0
16.0,83303260.0,2003.0,799.0,0.0,0.0,-0.15475,-1.0,-1.0,0.0
17.0,83305261.0,2001.0,799.0,0.0,0.0,-0.13618,-1.0,-1.0,0.0
18.0,83307261.0,2000.0,799.0,0.0,0.0,-0.11984,-1.0,-1.0,0.0
19.0,83309262.0,2001.0,799.0,0.0,0.0,-0.10546,-1.0,-1.0,0.0
20.0,83311264.0,2002.0,799.0,0.0,0.0,-0.0928,-1.0,-1.0,0.0
21.0,83313268.0,2004.0,799.0,0.0,0.0,-0.08167,-1.0,-1.0,0.0
22.0,83315272.0,2004.0,799.0,0.0,0.0,-0.07187,-1.0,-1.0,0.0
23.0,83317276.0,2004.0,799.0,0.0,0.0,-0.06324,-1.0,-1.0,0.0
24.0,83319279.0,2003.0,799.0,0.0,0.0,-0.05565,-1.0,-1.0,0.0
25.0,83321283.0,2004.0,799.0,0.0,0.0,-0.04898,88.0,103.0,0.0
26.0,83323290.0,2007.0,799.0,0.0,0.0,-0.0431,-1.0,-1.0,0.0
27.0,83325294.0,2004.0,799.0,0.0,0.0,-0.03793,-1.0,-1.0,0.0
28.0,83327298.0,2004.0,799.0,0.0,0.0,-0.03338,-1.0,-1.0,0.0
29.0,83329298.0,2000.0,800.0,1.0,0.001534,0.06267,-1.0,-1.0,0.0
30.0,83331299.0,2001.0,799.0,0.0,0.0,-0.03684,-1.0,-1.0,0.0
31.0,83333305.0,2006.0,799.0,0.0,0.0,-0.03242,-1.0,-1.0,0.0
32.0,83335309.0,2004.0,799.0,0.0,0.0,-0.02853,-1.0,-1.0,0.0
33.0,83337313.0,2004.0,799.0,0.0,0.0,-0.02511,-1.0,-1.0,0.0
34.0,83339316.0,2003.0,799.0,0.0,0.0,-0.0221,-1.0,-1.0,0.0
35.0,83341320.0,2004.0,799.0,0.0,0.0,-0.01944,-1.0,-1.0,0.0
36.0,83343324.0,2004.0,799.0,0.0,0.0,-0.01711,-1.0,-1.0,0.0
37.0,83345327.0,2003.0,799.0,0.0,0.0,-0.01506,-1.0,-1.0,0.0
38.0,83347331.0,2004.0,799.0,0.0,0.0,-0.01325,-1.0,-1.0,0.0
39.0,83349337.0,2006.0,799.0,0.0,0.0,-0.01166,-1.0,-1.0,0.0
40.0,83351342.0,2005.0,799.0,0.0,0.0,-0.01026,-1.0,-1.0,0.0
41.0,83353346.0,2004.0,799.0,0.0,0.0,-0.00903,-1.0,-1.0,0.0
