t_ms,mode,theta,theta_dot,x,v,accel,energy,z1,z2,agc,loop_us
348539.0,0.0,3.1293,-0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,345.0
348549.0,0.0,3.1293,-0.004,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,336.0
348559.0,0.0,3.1293,-0.002,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,343.0
348569.0,0.0,3.1293,-0.001,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,345.0
348579.0,0.0,3.1293,-0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,348.0
348590.0,0.0,3.1293,-0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,338.0
348600.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,347.0
348610.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,345.0
348620.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,338.0
348630.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,338.0
348641.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,338.0
348651.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,338.0
348661.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,348.0
348671.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,337.0
348681.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,343.0
348691.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,345.0
348701.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,347.0
348712.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,347.0
348722.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,345.0
348732.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,344.0
348742.0,0.0,3.1293,0.0,0.06579,0.0,0.0,-1.0,0.0,0.0,103.0,348.0
