t_ms,mode,theta,theta_dot,x,v,accel,energy,z1,z2,agc,loop_us
496252.0,0.0,-3.1339,-0.005,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
496292.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,551.0
496332.0,0.0,-3.1339,0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,556.0
496372.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,542.0
496412.0,0.0,-3.1324,0.009,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,557.0
496453.0,0.0,-3.1339,-0.004,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
496493.0,0.0,-3.1339,0.003,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,557.0
496533.0,0.0,-3.1339,0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,556.0
496623.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,659.0
496664.0,0.0,-3.1339,-0.004,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
496704.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,552.0
496744.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,551.0
496785.0,0.0,-3.1339,-0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,551.0
496825.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,558.0
496865.0,0.0,-3.1339,-0.0,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,564.0
496905.0,0.0,-3.1339,0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,569.0
496945.0,0.0,-3.1339,0.003,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,542.0
496986.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,542.0
497026.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497066.0,0.0,-3.1339,-0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497106.0,0.0,-3.1339,0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497147.0,0.0,-3.1339,-0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497187.0,0.0,-3.1339,0.0,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,557.0
497227.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497267.0,0.0,-3.1339,0.004,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497308.0,0.0,-3.1339,0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,537.0
497348.0,0.0,-3.1339,-0.003,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,544.0
497388.0,0.0,-3.1339,-0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497428.0,0.0,-3.1339,-0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497468.0,0.0,-3.1339,0.007,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,549.0
497509.0,0.0,-3.1339,-0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497549.0,0.0,-3.1339,0.007,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,557.0
497589.0,0.0,-3.1339,-0.004,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497629.0,0.0,-3.1339,0.002,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,549.0
497669.0,0.0,-3.1324,0.004,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,557.0
497710.0,0.0,-3.1339,-0.003,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,544.0
497750.0,0.0,-3.1339,-0.0,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497790.0,0.0,-3.1339,0.008,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,551.0
497831.0,0.0,-3.1339,-0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497871.0,0.0,-3.1339,-0.006,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497911.0,0.0,-3.1339,-0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,550.0
497951.0,0.0,-3.1339,0.001,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,549.0
497991.0,0.0,-3.1324,0.004,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,557.0
498032.0,0.0,-3.1324,0.005,0.0,0.0,0.0,0.2829,0.0,0.0,128.0,549.0
