t_ms,mode,theta,theta_dot,x,v,accel,energy,z1,z2,agc,loop_us
130750.0,0.0,-3.1186,0.008,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,484.0
130760.0,0.0,-3.1186,0.004,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,491.0
130770.0,0.0,-3.1186,0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
130780.0,0.0,-3.1186,0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,484.0
130790.0,0.0,-3.1186,0.004,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,484.0
130801.0,0.0,-3.1201,-0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
130811.0,0.0,-3.1186,0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
130821.0,0.0,-3.1186,0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
130831.0,0.0,-3.1186,-0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
130841.0,0.0,-3.1186,0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
130851.0,0.0,-3.1186,0.003,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
130861.0,0.0,-3.1186,0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
130872.0,0.0,-3.1201,-0.004,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,483.0
130882.0,0.0,-3.1186,0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
130892.0,0.0,-3.1186,0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
130902.0,0.0,-3.1186,-0.008,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,491.0
130912.0,0.0,-3.1186,-0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,491.0
130922.0,0.0,-3.1201,-0.004,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
130932.0,0.0,-3.1186,0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
130942.0,0.0,-3.1201,-0.004,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
130953.0,0.0,-3.1201,-0.01,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,483.0
130963.0,0.0,-3.1186,-0.003,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
130973.0,0.0,-3.1186,-0.01,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
130983.0,0.0,-3.1201,-0.017,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
130993.0,0.0,-3.1201,-0.015,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
131003.0,0.0,-3.1201,-0.02,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131013.0,0.0,-3.1201,-0.02,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,484.0
131024.0,0.0,-3.1201,-0.018,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131034.0,0.0,-3.1201,-0.013,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131044.0,0.0,-3.1201,-0.008,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
131054.0,0.0,-3.1201,-0.005,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131079.0,0.0,-3.1201,-0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,611.0
131089.0,0.0,-3.1201,-0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
131099.0,0.0,-3.1201,-0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131110.0,0.0,-3.1201,-0.003,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131120.0,0.0,-3.1201,-0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131130.0,0.0,-3.1201,0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,484.0
131140.0,0.0,-3.1201,0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131150.0,0.0,-3.1201,0.001,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131160.0,0.0,-3.1201,0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
131170.0,0.0,-3.1201,0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,483.0
131180.0,0.0,-3.1201,0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131190.0,0.0,-3.1201,0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
131201.0,0.0,-3.1201,0.005,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,484.0
131211.0,0.0,-3.1186,0.014,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
131221.0,0.0,-3.1186,0.028,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131231.0,0.0,-3.1186,0.025,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
131241.0,0.0,-3.1201,0.019,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,491.0
131252.0,0.0,-3.1186,0.018,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131262.0,0.0,-3.1186,0.014,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131272.0,0.0,-3.1186,0.009,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131282.0,0.0,-3.1186,0.006,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131292.0,0.0,-3.117,0.019,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131302.0,0.0,-3.117,0.022,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131313.0,0.0,-3.117,0.025,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
131323.0,0.0,-3.117,0.024,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
131333.0,0.0,-3.117,0.021,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,484.0
131343.0,0.0,-3.117,0.016,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,492.0
131353.0,0.0,-3.117,0.01,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
131363.0,0.0,-3.117,0.005,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131374.0,0.0,-3.117,0.005,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131384.0,0.0,-3.117,0.003,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131394.0,0.0,-3.117,-0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,483.0
131404.0,0.0,-3.117,-0.0,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131414.0,0.0,-3.1186,-0.003,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131424.0,0.0,-3.117,0.002,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,491.0
131434.0,0.0,-3.1186,-0.019,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,491.0
131445.0,0.0,-3.1186,-0.031,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131455.0,0.0,-3.1186,-0.029,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131465.0,0.0,-3.1186,-0.022,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131475.0,0.0,-3.1186,-0.015,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,478.0
131485.0,0.0,-3.1186,-0.01,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,485.0
131495.0,0.0,-3.1201,-0.015,-0.08901,0.0,0.0,-1.0,0.0,0.0,99.0,477.0
