t_ms,mode,theta,theta_dot,x,v,accel,energy,z1,z2,agc,loop_us
486008.0,0.0,-2.8931,-0.013,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
486048.0,0.0,-2.8931,0.0,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
486088.0,0.0,-2.8916,0.005,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,583.0
486128.0,0.0,-2.8931,0.007,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
486168.0,0.0,-2.8931,-0.005,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
486209.0,0.0,-2.8931,0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,583.0
486249.0,0.0,-2.8931,0.003,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,584.0
486289.0,0.0,-2.8931,-0.0,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
486396.0,0.0,-2.8931,0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,682.0
486436.0,0.0,-2.8931,-0.002,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
486476.0,0.0,-2.8931,-0.0,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,570.0
486516.0,0.0,-2.8916,0.003,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,583.0
486557.0,0.0,-2.8931,-0.006,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
486596.0,0.0,-2.8931,-0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
486637.0,0.0,-2.8931,0.006,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,584.0
486677.0,0.0,-2.8931,-0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
486717.0,0.0,-2.8931,-0.009,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
486758.0,0.0,-2.8931,-0.006,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
486798.0,0.0,-2.8931,0.004,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,584.0
486838.0,0.0,-2.8916,0.005,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,583.0
486879.0,0.0,-2.8931,0.003,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,575.0
486919.0,0.0,-2.8931,0.008,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,583.0
486959.0,0.0,-2.8931,-0.005,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
486999.0,0.0,-2.8931,-0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,583.0
487040.0,0.0,-2.8931,-0.004,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
487080.0,0.0,-2.8931,-0.004,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
487120.0,0.0,-2.8931,0.006,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
487160.0,0.0,-2.8916,0.002,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,575.0
487200.0,0.0,-2.8916,0.009,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,570.0
487240.0,0.0,-2.8931,-0.006,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
487281.0,0.0,-2.8931,-0.003,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
487321.0,0.0,-2.8931,-0.0,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
487362.0,0.0,-2.8931,0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
487402.0,0.0,-2.8931,0.002,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,584.0
487442.0,0.0,-2.8931,0.007,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,583.0
487482.0,0.0,-2.8931,-0.004,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
487522.0,0.0,-2.8931,-0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
487562.0,0.0,-2.8931,0.0,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,577.0
487603.0,0.0,-2.8931,-0.005,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
487643.0,0.0,-2.8931,-0.001,-0.00165,0.0,0.0,0.9999,0.0,0.0,118.0,576.0
