t_ms,mode,theta,theta_dot,x,v,accel,energy,z1,z2,agc,loop_us
15154.0,0.0,3.1416,0.002,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,549.0
15164.0,0.0,3.1416,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,563.0
15174.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,563.0
15184.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,550.0
15194.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,551.0
15204.0,0.0,3.1416,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,556.0
15214.0,0.0,3.1416,0.003,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,558.0
15225.0,0.0,3.1416,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,556.0
15235.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,552.0
15245.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,556.0
15255.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,556.0
15266.0,0.0,3.1416,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,556.0
15276.0,0.0,3.1416,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,556.0
15286.0,0.0,3.1416,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,555.0
15296.0,0.0,3.1416,0.004,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,551.0
15306.0,0.0,3.1416,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,563.0
15316.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,563.0
15327.0,0.0,3.1416,-0.001,0.0,0.0,0.0,-1.0,0.0,0.0,97.0,556.0
