t_ms,mode,theta,theta_dot,x,v,accel,energy,z1,z2,agc,loop_us
1021659.0,0.0,-3.0925,-0.002,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,526.0
1021699.0,0.0,-3.091,-0.002,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,542.0
1021739.0,0.0,-3.0925,-0.008,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,528.0
1021780.0,0.0,-3.091,0.0,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,542.0
1021820.0,0.0,-3.091,0.007,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,528.0
1021860.0,0.0,-3.0925,-0.004,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,528.0
1021901.0,0.0,-3.0925,-0.0,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,528.0
1021941.0,0.0,-3.0925,0.004,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,527.0
1022000.0,0.0,-3.0925,-0.001,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,657.0
1022041.0,0.0,-3.091,0.006,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,534.0
1022081.0,0.0,-3.0925,-0.005,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,521.0
1022121.0,0.0,-3.091,0.007,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,527.0
1022161.0,0.0,-3.0925,-0.009,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,535.0
1022201.0,0.0,-3.0925,-0.003,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,542.0
1022241.0,0.0,-3.0925,-0.0,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,542.0
1022282.0,0.0,-3.091,-0.002,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,534.0
1022322.0,0.0,-3.091,0.004,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,542.0
1022362.0,0.0,-3.0925,-0.008,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,528.0
1022402.0,0.0,-3.0925,0.001,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,528.0
1022442.0,0.0,-3.091,0.014,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,526.0
1022482.0,0.0,-3.0925,-0.008,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,526.0
1022523.0,0.0,-3.091,0.002,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,535.0
1022563.0,0.0,-3.0925,-0.002,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,534.0
1022603.0,0.0,-3.0925,-0.007,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,526.0
1022644.0,0.0,-3.091,-0.007,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,542.0
1022684.0,0.0,-3.0925,-0.0,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,542.0
1022724.0,0.0,-3.0925,-0.012,0.1401,0.0,0.0,2.3918,0.0,0.0,109.0,528.0
