seq,t_us,dt_us,raw,ticks,theta,omega,agc,status,i2c_errors
0.0,30029035.0,2000.0,1408.0,2.0,0.003068,0.20568,103.0,103.0,0.0
1.0,30031039.0,2004.0,1408.0,2.0,0.003068,0.18099,-1.0,-1.0,0.0
2.0,30033042.0,2003.0,1408.0,2.0,0.003068,0.15928,-1.0,-1.0,0.0
3.0,30035043.0,2001.0,1408.0,2.0,0.003068,0.14016,-1.0,-1.0,0.0
4.0,30037046.0,2003.0,1407.0,1.0,0.001534,0.03144,-1.0,-1.0,0.0
5.0,30039050.0,2004.0,1407.0,1.0,0.001534,0.02767,-1.0,-1.0,0.0
6.0,30041050.0,2000.0,1407.0,1.0,0.001534,0.02435,-1.0,-1.0,0.0
7.0,30043055.0,2005.0,1406.0,0.0,0.0,-0.07038,-1.0,-1.0,0.0
8.0,30045059.0,2004.0,1406.0,0.0,0.0,-0.06194,-1.0,-1.0,0.0
9.0,30047063.0,2004.0,1406.0,0.0,0.0,-0.0545,-1.0,-1.0,0.0
10.0,30049067.0,2004.0,1406.0,0.0,0.0,-0.04796,-1.0,-1.0,0.0
11.0,30051071.0,2004.0,1405.0,-1.0,-0.001534,-0.13406,-1.0,-1.0,0.0
12.0,30053071.0,2000.0,1405.0,-1.0,-0.001534,-0.11798,-1.0,-1.0,0.0
13.0,30055074.0,2003.0,1405.0,-1.0,-0.001534,-0.10382,-1.0,-1.0,0.0
14.0,30057075.0,2001.0,1405.0,-1.0,-0.001534,-0.09136,-1.0,-1.0,0.0
15.0,30059075.0,2000.0,1405.0,-1.0,-0.001534,-0.0804,-1.0,-1.0,0.0
16.0,30061075.0,2000.0,1405.0,-1.0,-0.001534,-0.07075,-1.0,-1.0,0.0
17.0,30063082.0,2007.0,1406.0,0.0,0.0,0.02946,-1.0,-1.0,0.0
18.0,30065086.0,2004.0,1406.0,0.0,0.0,0.02592,-1.0,-1.0,0.0
19.0,30067091.0,2005.0,1406.0,0.0,0.0,0.02281,-1.0,-1.0,0.0
20.0,30069093.0,2002.0,1407.0,1.0,0.001534,0.11202,-1.0,-1.0,0.0
21.0,30071097.0,2004.0,1407.0,1.0,0.001534,0.09858,-1.0,-1.0,0.0
22.0,30073098.0,2001.0,1407.0,1.0,0.001534,0.08675,-1.0,-1.0,0.0
23.0,30075101.0,2003.0,1407.0,1.0,0.001534,0.07634,-1.0,-1.0,0.0
24.0,30077104.0,2003.0,1407.0,1.0,0.001534,0.06718,-1.0,-1.0,0.0
25.0,30079104.0,2000.0,1407.0,1.0,0.001534,0.05912,103.0,103.0,0.0
26.0,30081104.0,2000.0,1407.0,1.0,0.001534,0.05202,-1.0,-1.0,0.0
27.0,30083104.0,2000.0,1407.0,1.0,0.001534,0.04578,-1.0,-1.0,0.0
28.0,30085104.0,2000.0,1406.0,0.0,0.0,-0.05175,-1.0,-1.0,0.0
29.0,30087104.0,2000.0,1406.0,0.0,0.0,-0.04554,-1.0,-1.0,0.0
30.0,30089104.0,2000.0,1406.0,0.0,0.0,-0.04008,-1.0,-1.0,0.0
31.0,30091104.0,2000.0,1406.0,0.0,0.0,-0.03527,-1.0,-1.0,0.0
32.0,30093104.0,2000.0,1406.0,0.0,0.0,-0.03104,-1.0,-1.0,0.0
33.0,30095104.0,2000.0,1406.0,0.0,0.0,-0.02731,-1.0,-1.0,0.0
34.0,30097104.0,2000.0,1405.0,-1.0,-0.001534,-0.11607,-1.0,-1.0,0.0
35.0,30099108.0,2004.0,1406.0,0.0,0.0,-0.01029,-1.0,-1.0,0.0
36.0,30101108.0,2000.0,1406.0,0.0,0.0,-0.00905,-1.0,-1.0,0.0
37.0,30103112.0,2004.0,1406.0,0.0,0.0,-0.00797,-1.0,-1.0,0.0
38.0,30105118.0,2006.0,1406.0,0.0,0.0,-0.00701,-1.0,-1.0,0.0
39.0,30107123.0,2005.0,1406.0,0.0,0.0,-0.00617,-1.0,-1.0,0.0
40.0,30109128.0,2005.0,1406.0,0.0,0.0,-0.00543,-1.0,-1.0,0.0
41.0,30111130.0,2002.0,1406.0,0.0,0.0,-0.00478,-1.0,-1.0,0.0
42.0,30113134.0,2004.0,1406.0,0.0,0.0,-0.0042,-1.0,-1.0,0.0
43.0,30115138.0,2004.0,1406.0,0.0,0.0,-0.0037,-1.0,-1.0,0.0
44.0,30117141.0,2003.0,1406.0,0.0,0.0,-0.00326,-1.0,-1.0,0.0
45.0,30119145.0,2004.0,1406.0,0.0,0.0,-0.00287,-1.0,-1.0,0.0
46.0,30121149.0,2004.0,1406.0,0.0,0.0,-0.00252,-1.0,-1.0,0.0
47.0,30123152.0,2003.0,1406.0,0.0,0.0,-0.00222,-1.0,-1.0,0.0
48.0,30125156.0,2004.0,1406.0,0.0,0.0,-0.00195,-1.0,-1.0,0.0
49.0,30127156.0,2000.0,1406.0,0.0,0.0,-0.00172,-1.0,-1.0,0.0
50.0,30129160.0,2004.0,1406.0,0.0,0.0,-0.00151,103.0,103.0,0.0
51.0,30131164.0,2004.0,1406.0,0.0,0.0,-0.00133,-1.0,-1.0,0.0
52.0,30133170.0,2006.0,1405.0,-1.0,-0.001534,-0.09293,-1.0,-1.0,0.0
53.0,30135175.0,2005.0,1405.0,-1.0,-0.001534,-0.08178,-1.0,-1.0,0.0
54.0,30137179.0,2004.0,1406.0,0.0,0.0,0.01989,-1.0,-1.0,0.0
55.0,30139179.0,2000.0,1406.0,0.0,0.0,0.0175,-1.0,-1.0,0.0
56.0,30141180.0,2001.0,1406.0,0.0,0.0,0.0154,-1.0,-1.0,0.0
57.0,30143182.0,2002.0,1406.0,0.0,0.0,0.01355,-1.0,-1.0,0.0
58.0,30145182.0,2000.0,1406.0,0.0,0.0,0.01193,-1.0,-1.0,0.0
59.0,30147182.0,2000.0,1406.0,0.0,0.0,0.01049,-1.0,-1.0,0.0
60.0,30149182.0,2000.0,1406.0,0.0,0.0,0.00924,-1.0,-1.0,0.0
61.0,30151182.0,2000.0,1406.0,0.0,0.0,0.00813,-1.0,-1.0,0.0
62.0,30153182.0,2000.0,1406.0,0.0,0.0,0.00715,-1.0,-1.0,0.0
63.0,30155185.0,2003.0,1406.0,0.0,0.0,0.00629,-1.0,-1.0,0.0
64.0,30157186.0,2001.0,1406.0,0.0,0.0,0.00554,-1.0,-1.0,0.0
65.0,30159186.0,2000.0,1406.0,0.0,0.0,0.00487,-1.0,-1.0,0.0
66.0,30161186.0,2000.0,1406.0,0.0,0.0,0.00429,-1.0,-1.0,0.0
67.0,30163186.0,2000.0,1406.0,0.0,0.0,0.00377,-1.0,-1.0,0.0
68.0,30165186.0,2000.0,1406.0,0.0,0.0,0.00332,-1.0,-1.0,0.0
69.0,30167186.0,2000.0,1406.0,0.0,0.0,0.00292,-1.0,-1.0,0.0
70.0,30169186.0,2000.0,1405.0,-1.0,-0.001534,-0.08947,-1.0,-1.0,0.0
71.0,30171190.0,2004.0,1405.0,-1.0,-0.001534,-0.07873,-1.0,-1.0,0.0
72.0,30173193.0,2003.0,1405.0,-1.0,-0.001534,-0.06928,-1.0,-1.0,0.0
73.0,30175197.0,2004.0,1406.0,0.0,0.0,0.03089,-1.0,-1.0,0.0
74.0,30177197.0,2000.0,1406.0,0.0,0.0,0.02718,-1.0,-1.0,0.0
75.0,30179197.0,2000.0,1406.0,0.0,0.0,0.02392,103.0,103.0,0.0
76.0,30181197.0,2000.0,1406.0,0.0,0.0,0.02105,-1.0,-1.0,0.0
77.0,30183205.0,2008.0,1406.0,0.0,0.0,0.01852,-1.0,-1.0,0.0
78.0,30185205.0,2000.0,1406.0,0.0,0.0,0.0163,-1.0,-1.0,0.0
79.0,30187207.0,2002.0,1406.0,0.0,0.0,0.01434,-1.0,-1.0,0.0
80.0,30189208.0,2001.0,1406.0,0.0,0.0,0.01262,-1.0,-1.0,0.0
81.0,30191208.0,2000.0,1406.0,0.0,0.0,0.01111,-1.0,-1.0,0.0
82.0,30193209.0,2001.0,1406.0,0.0,0.0,0.00977,-1.0,-1.0,0.0
83.0,30195209.0,2000.0,1406.0,0.0,0.0,0.0086,-1.0,-1.0,0.0
84.0,30197216.0,2007.0,1406.0,0.0,0.0,0.00757,-1.0,-1.0,0.0
85.0,30199216.0,2000.0,1406.0,0.0,0.0,0.00666,-1.0,-1.0,0.0
86.0,30201219.0,2003.0,1406.0,0.0,0.0,0.00586,-1.0,-1.0,0.0
87.0,30203220.0,2001.0,1406.0,0.0,0.0,0.00516,-1.0,-1.0,0.0
88.0,30205220.0,2000.0,1406.0,0.0,0.0,0.00454,-1.0,-1.0,0.0
89.0,30207220.0,2000.0,1406.0,0.0,0.0,0.00399,-1.0,-1.0,0.0
90.0,30209220.0,2000.0,1406.0,0.0,0.0,0.00352,-1.0,-1.0,0.0
91.0,30211221.0,2001.0,1406.0,0.0,0.0,0.00309,-1.0,-1.0,0.0
92.0,30213227.0,2006.0,1406.0,0.0,0.0,0.00272,-1.0,-1.0,0.0
93.0,30215228.0,2001.0,1406.0,0.0,0.0,0.0024,-1.0,-1.0,0.0
94.0,30217235.0,2007.0,1406.0,0.0,0.0,0.00211,-1.0,-1.0,0.0
95.0,30219242.0,2007.0,1406.0,0.0,0.0,0.00186,-1.0,-1.0,0.0
96.0,30221242.0,2000.0,1406.0,0.0,0.0,0.00163,-1.0,-1.0,0.0
97.0,30223243.0,2001.0,1406.0,0.0,0.0,0.00144,-1.0,-1.0,0.0
98.0,30225249.0,2006.0,1406.0,0.0,0.0,0.00126,-1.0,-1.0,0.0
99.0,30227249.0,2000.0,1406.0,0.0,0.0,0.00111,-1.0,-1.0,0.0
100.0,30229249.0,2000.0,1406.0,0.0,0.0,0.00098,103.0,103.0,0.0
101.0,30231249.0,2000.0,1406.0,0.0,0.0,0.00086,-1.0,-1.0,0.0
102.0,30233253.0,2004.0,1406.0,0.0,0.0,0.00076,-1.0,-1.0,0.0
103.0,30235253.0,2000.0,1406.0,0.0,0.0,0.00067,-1.0,-1.0,0.0
104.0,30237253.0,2000.0,1406.0,0.0,0.0,0.00059,-1.0,-1.0,0.0
105.0,30239253.0,2000.0,1406.0,0.0,0.0,0.00052,-1.0,-1.0,0.0
106.0,30241253.0,2000.0,1406.0,0.0,0.0,0.00045,-1.0,-1.0,0.0
107.0,30243253.0,2000.0,1406.0,0.0,0.0,0.0004,-1.0,-1.0,0.0
108.0,30245253.0,2000.0,1406.0,0.0,0.0,0.00035,-1.0,-1.0,0.0
109.0,30247256.0,2003.0,1406.0,0.0,0.0,0.00031,-1.0,-1.0,0.0
110.0,30249257.0,2001.0,1406.0,0.0,0.0,0.00027,-1.0,-1.0,0.0
111.0,30251257.0,2000.0,1406.0,0.0,0.0,0.00024,-1.0,-1.0,0.0
112.0,30253257.0,2000.0,1406.0,0.0,0.0,0.00021,-1.0,-1.0,0.0
113.0,30255257.0,2000.0,1406.0,0.0,0.0,0.00019,-1.0,-1.0,0.0
114.0,30257257.0,2000.0,1406.0,0.0,0.0,0.00016,-1.0,-1.0,0.0
115.0,30259257.0,2000.0,1406.0,0.0,0.0,0.00014,-1.0,-1.0,0.0
116.0,30261257.0,2000.0,1406.0,0.0,0.0,0.00013,-1.0,-1.0,0.0
117.0,30263257.0,2000.0,1406.0,0.0,0.0,0.00011,-1.0,-1.0,0.0
118.0,30265257.0,2000.0,1406.0,0.0,0.0,0.0001,-1.0,-1.0,0.0
