seq,t_us,dt_us,raw,ticks,theta,omega,agc,status,i2c_errors
0.0,22775039.0,2000.0,1405.0,3.0,0.0046019,0.22417,98.0,103.0,0.0
1.0,22777039.0,2000.0,1405.0,3.0,0.0046019,0.19727,-1.0,-1.0,0.0
2.0,22779046.0,2007.0,1405.0,3.0,0.0046019,0.1736,-1.0,-1.0,0.0
3.0,22781049.0,2003.0,1404.0,2.0,0.003068,0.06087,-1.0,-1.0,0.0
4.0,22783055.0,2006.0,1404.0,2.0,0.003068,0.05356,-1.0,-1.0,0.0
5.0,22785062.0,2007.0,1404.0,2.0,0.003068,0.04714,-1.0,-1.0,0.0
6.0,22787067.0,2005.0,1404.0,2.0,0.003068,0.04148,-1.0,-1.0,0.0
7.0,22789070.0,2003.0,1403.0,1.0,0.001534,-0.0554,-1.0,-1.0,0.0
8.0,22791074.0,2004.0,1403.0,1.0,0.001534,-0.04875,-1.0,-1.0,0.0
9.0,22793078.0,2004.0,1403.0,1.0,0.001534,-0.0429,-1.0,-1.0,0.0
10.0,22795081.0,2003.0,1403.0,1.0,0.001534,-0.03775,-1.0,-1.0,0.0
11.0,22797081.0,2000.0,1403.0,1.0,0.001534,-0.03322,-1.0,-1.0,0.0
12.0,22799082.0,2001.0,1403.0,1.0,0.001534,-0.02924,-1.0,-1.0,0.0
13.0,22801082.0,2000.0,1403.0,1.0,0.001534,-0.02573,-1.0,-1.0,0.0
14.0,22803086.0,2004.0,1403.0,1.0,0.001534,-0.02264,-1.0,-1.0,0.0
15.0,22805093.0,2007.0,1403.0,1.0,0.001534,-0.01992,-1.0,-1.0,0.0
16.0,22807096.0,2003.0,1403.0,1.0,0.001534,-0.01753,-1.0,-1.0,0.0
17.0,22809100.0,2004.0,1403.0,1.0,0.001534,-0.01543,-1.0,-1.0,0.0
18.0,22811101.0,2001.0,1403.0,1.0,0.001534,-0.01358,-1.0,-1.0,0.0
19.0,22813104.0,2003.0,1403.0,1.0,0.001534,-0.01195,-1.0,-1.0,0.0
20.0,22815107.0,2003.0,1403.0,1.0,0.001534,-0.01051,-1.0,-1.0,0.0
21.0,22817108.0,2001.0,1403.0,1.0,0.001534,-0.00925,-1.0,-1.0,0.0
22.0,22819108.0,2000.0,1403.0,1.0,0.001534,-0.00814,-1.0,-1.0,0.0
23.0,22821108.0,2000.0,1403.0,1.0,0.001534,-0.00717,-1.0,-1.0,0.0
24.0,22823115.0,2007.0,1403.0,1.0,0.001534,-0.00631,-1.0,-1.0,0.0
25.0,22825122.0,2007.0,1403.0,1.0,0.001534,-0.00555,98.0,103.0,0.0
26.0,22827123.0,2001.0,1403.0,1.0,0.001534,-0.00488,-1.0,-1.0,0.0
27.0,22829126.0,2003.0,1403.0,1.0,0.001534,-0.0043,-1.0,-1.0,0.0
28.0,22831130.0,2004.0,1403.0,1.0,0.001534,-0.00378,-1.0,-1.0,0.0
29.0,22833134.0,2004.0,1403.0,1.0,0.001534,-0.00333,-1.0,-1.0,0.0
30.0,22835137.0,2003.0,1403.0,1.0,0.001534,-0.00293,-1.0,-1.0,0.0
31.0,22837141.0,2004.0,1403.0,1.0,0.001534,-0.00258,-1.0,-1.0,0.0
32.0,22839145.0,2004.0,1403.0,1.0,0.001534,-0.00227,-1.0,-1.0,0.0
33.0,22841148.0,2003.0,1403.0,1.0,0.001534,-0.002,-1.0,-1.0,0.0
